Player Name,Rank,Ranking Points,Best tournament,Second best tournament,Third best tournament
Jasper Toebes,29,1908,Groningen 2025-05-03 - Place: 1 Points: 906.5,NK 2023-09-02 - Place: 6 Points: 538.02,Enschede 2024-04-06 - Place: 11 Points: 463.68
Mady Smit,30,1906,Enschede 2025-06-01 - Place: 6 Points: 735.0,Amsterdam 2025-06-14 - Place: 6 Points: 655.2,EnschedeIndoor 2024-11-30 - Place: 7 Points: 516.25
Gabriele Brazzo,31,1884,Amsterdam 2025-06-14 - Place: 2 Points: 982.8,NK 2024-06-29 - Place: 11 Points: 507.36,Utrecht 2025-07-20 - Place: 14 Points: 393.75
Omar el Tambouli,32,1830,UtrechtIndoor 2025-03-15 - Place: 1 Points: 826.0,Utrecht 2025-07-20 - Place: 8 Points: 656.25,Enschede 2024-04-06 - Place: 13 Points: 347.76
Niels de Jonge,33,1820,NK 2023-09-02 - Place: 4 Points: 627.69,Groningen 2024-05-04 - Place: 6 Points: 626.64,GroningenIndoor 2025-01-19 - Place: 4 Points: 565.95
Yuan Tjiam,34,1788,Groningen 2024-02-11 - Place: 5 Points: 633.36,Amsterdam 2024-06-01 - Place: 6 Points: 630.0,Utrecht 2025-07-20 - Place: 12 Points: 525.0
Patrick de Lange,35,1785,NK 2023-09-02 - Place: 3 Points: 717.36,Utrecht 2025-07-20 - Place: 7 Points: 656.25,Groningen 2023-05-27 - Place: 1 Points: 411.6
Mark de Jong,36,1774,NK 2023-09-02 - Place: 1 Points: 896.7,Amsterdam 2024-06-01 - Place: 7 Points: 525.0,Amsterdam 2023-06-17 - Place: 7 Points: 352.1
Daniel Peereboom,37,1683,Groningen 2024-05-04 - Place: 6 Points: 626.64,GroningenIndoor 2025-01-19 - Place: 4 Points: 565.95,Enschede 2025-06-01 - Place: 10 Points: 490.0
Nicolas Manneback,38,1666,Groningen 2024-02-11 - Place: 5 Points: 633.36,Utrecht 2025-07-20 - Place: 12 Points: 525.0,NK 2024-06-29 - Place: 10 Points: 507.36
Koen Franken,39,1659,GroningenIndoor 2025-01-19 - Place: 3 Points: 646.8,Utrecht 2025-07-20 - Place: 11 Points: 525.0,AmsterdamIndoor 2025-02-23 - Place: 6 Points: 487.2
Jari Verbeek,40,1629,Amsterdam 2024-06-01 - Place: 3 Points: 840.0,NK 2024-06-29 - Place: 11 Points: 507.36,Amsterdam 2023-06-17 - Place: 12 Points: 281.68
Lars Bouma,41,1558,Amsterdam 2025-06-14 - Place: 7 Points: 546.0,Groningen 2024-05-04 - Place: 8 Points: 522.2,Enschede 2025-06-01 - Place: 10 Points: 490.0
Steffen Gastineau,42,1544,EnschedeIndoor 2024-11-30 - Place: 6 Points: 619.5,AmsterdamIndoor 2025-02-23 - Place: 5 Points: 487.2,Amsterdam 2025-06-14 - Place: 12 Points: 436.8
Lauri Schippers,43,1525,Groningen 2025-05-03 - Place: 5 Points: 543.9,UtrechtIndoor 2025-03-15 - Place: 5 Points: 495.6,GroningenIndoor 2025-01-19 - Place: 5 Points: 485.1
Carel van Goch,44,1478,GroningenIndoor 2025-01-19 - Place: 3 Points: 646.8,Groningen 2024-05-04 - Place: 11 Points: 417.76,UtrechtIndoor 2025-03-15 - Place: 7 Points: 413.0
Jacob Franssen,45,1436,Groningen 2024-02-11 - Place: 7 Points: 527.8,UtrechtIndoor 2025-03-15 - Place: 6 Points: 495.6,EnschedeIndoor 2024-11-30 - Place: 11 Points: 413.0
Jan Schmitz,46,1436,Groningen 2025-05-03 - Place: 5 Points: 543.9,Utrecht 2025-07-20 - Place: 10 Points: 525.0,Enschede 2025-06-01 - Place: 16 Points: 367.5
Niels Kadijk,47,1435,UtrechtIndoor 2025-03-15 - Place: 3 Points: 660.8,Utrecht 2025-07-20 - Place: 15 Points: 393.75,NK 2024-06-29 - Place: 16 Points: 380.52
Roos van der Donk,48,1433,EnschedeIndoor 2024-11-30 - Place: 7 Points: 516.25,Enschede 2024-04-06 - Place: 11 Points: 463.68,Groningen 2025-05-03 - Place: 7 Points: 453.25
Eline Meijer,49,1420,NK 2024-06-29 - Place: 7 Points: 634.2,Enschede 2024-04-06 - Place: 8 Points: 579.6,Groningen 2023-05-27 - Place: 8 Points: 205.8
Cameron Ohlson,50,1384,Groningen 2025-05-03 - Place: 6 Points: 543.9,Groningen 2024-02-11 - Place: 8 Points: 527.8,Amsterdam 2024-01-20 - Place: 13 Points: 312.48
Sophie Bouma,51,1370,NK 2024-06-29 - Place: 7 Points: 634.2,Groningen 2024-02-11 - Place: 10 Points: 422.24,Groningen 2024-05-04 - Place: 13 Points: 313.32
Agnes Berveling,52,1353,AmsterdamIndoor 2025-02-23 - Place: 6 Points: 487.2,Groningen 2025-05-03 - Place: 8 Points: 453.25,EnschedeIndoor 2024-11-30 - Place: 10 Points: 413.0
Jonas Klimt,53,1347,Utrecht 2025-07-20 - Place: 10 Points: 525.0,NK 2024-06-29 - Place: 9 Points: 507.36,Amsterdam 2024-06-01 - Place: 14 Points: 315.0
Jannah Sonnenschein,54,1313,EnschedeIndoor 2024-11-30 - Place: 6 Points: 619.5,GroningenIndoor 2025-01-19 - Place: 5 Points: 485.1,Groningen 2024-05-04 - Place: 19 Points: 208.88
Stan van der Enden,55,1302,Amsterdam 2025-06-14 - Place: 7 Points: 546.0,Utrecht 2025-07-20 - Place: 13 Points: 393.75,Groningen 2025-05-03 - Place: 9 Points: 362.6
Roos van der Wielen,56,1302,AmsterdamIndoor 2025-02-23 - Place: 1 Points: 812.0,Enschede 2025-06-01 - Place: 12 Points: 490.0,
Ewout van den Pol,57,1291,Enschede 2024-04-06 - Place: 12 Points: 463.68,NK 2023-09-02 - Place: 7 Points: 448.35,Enschede 2023-11-26 - Place: 7 Points: 379.05
Irian Baert,58,1278,Enschede 2025-06-01 - Place: 4 Points: 857.5,Amsterdam 2024-06-01 - Place: 12 Points: 420.0,
Toan Pauwels,59,1278,Enschede 2025-06-01 - Place: 4 Points: 857.5,Amsterdam 2024-06-01 - Place: 12 Points: 420.0,
Koen Huits,60,1258,Groningen 2024-02-11 - Place: 8 Points: 527.8,Groningen 2024-05-04 - Place: 12 Points: 417.76,Amsterdam 2024-01-20 - Place: 13 Points: 312.48
Lars Jürgensen,61,1244,Amsterdam 2025-06-14 - Place: 11 Points: 436.8,UtrechtIndoor 2025-03-15 - Place: 8 Points: 413.0,Utrecht 2025-07-20 - Place: 14 Points: 393.75
Adriaan van Gerven,62,1237,Amsterdam 2024-01-20 - Place: 5 Points: 624.96,Enschede 2025-06-01 - Place: 8 Points: 612.5,
Justus Klapperich,63,1225,Enschede 2025-06-01 - Place: 1 Points: 1225.0,,
Scott Beeks,64,1225,Enschede 2025-06-01 - Place: 1 Points: 1225.0,,
Adnan Jerbi,65,1225,Groningen 2024-02-11 - Place: 3 Points: 844.48,NK 2024-06-29 - Place: 14 Points: 380.52,
Basile Vitrai,66,1210,Amsterdam 2024-06-01 - Place: 5 Points: 630.0,Enschede 2024-04-06 - Place: 8 Points: 579.6,
Ludwig Branzk,67,1181,NK 2024-06-29 - Place: 9 Points: 507.36,NK 2023-09-02 - Place: 11 Points: 358.68,Amsterdam 2024-06-01 - Place: 14 Points: 315.0
Linde van Wambeke,68,1153,Groningen 2024-05-04 - Place: 7 Points: 522.2,Groningen 2024-02-11 - Place: 9 Points: 422.24,Amsterdam 2024-01-20 - Place: 24 Points: 208.32
Maarten van Beek,69,1141,NK 2023-09-02 - Place: 8 Points: 448.35,NK 2024-06-29 - Place: 14 Points: 380.52,Amsterdam 2024-01-20 - Place: 15 Points: 312.48
Klara Schöttgen,70,1140,AmsterdamIndoor 2025-02-23 - Place: 3 Points: 649.6,Enschede 2025-06-01 - Place: 12 Points: 490.0,
Maikel Schils,71,1103,UtrechtIndoor 2025-03-15 - Place: 4 Points: 578.2,Utrecht 2025-07-20 - Place: 11 Points: 525.0,
Louis Mareschal,72,1050,Amsterdam 2024-06-01 - Place: 1 Points: 1050.0,,
Cedric Omtzigt,73,1036,Enschede 2024-04-06 - Place: 12 Points: 463.68,Enschede 2023-11-26 - Place: 12 Points: 303.24,NK 2023-09-02 - Place: 15 Points: 269.01
Maurice Jantjes,74,1018,Amsterdam 2023-06-17 - Place: 3 Points: 563.36,Groningen 2023-05-27 - Place: 2 Points: 370.44,Enschede 2023-04-22 - Place: 14 Points: 84.0
Frank Buigel,75,1003,Groningen 2024-05-04 - Place: 12 Points: 417.76,Groningen 2024-02-11 - Place: 16 Points: 316.68,NK 2023-09-02 - Place: 14 Points: 269.01
Shauny Dieltjes,76,985,Enschede 2025-06-01 - Place: 11 Points: 490.0,Groningen 2025-05-03 - Place: 7 Points: 453.25,Enschede 2023-04-22 - Place: 27 Points: 42.0
Alberto Tiribello,77,983,Amsterdam 2025-06-14 - Place: 2 Points: 982.8,,
Gauthier Vandamme,78,945,Amsterdam 2024-06-01 - Place: 2 Points: 945.0,,
Gilles Hublet,79,945,Amsterdam 2024-06-01 - Place: 2 Points: 945.0,,
Baptiste Maison,80,943,Amsterdam 2024-01-20 - Place: 7 Points: 520.8,Amsterdam 2023-06-17 - Place: 5 Points: 422.52,
Hugues Maison,81,943,Amsterdam 2024-01-20 - Place: 7 Points: 520.8,Amsterdam 2023-06-17 - Place: 5 Points: 422.52,
Joeri Vlassaks,82,937,Amsterdam 2024-01-20 - Place: 2 Points: 937.44,,
Martijn Paes,83,937,Amsterdam 2024-01-20 - Place: 2 Points: 937.44,,
Rouven Felix,84,919,Utrecht 2025-07-20 - Place: 4 Points: 918.75,,
Fadri Campell,85,919,Utrecht 2025-07-20 - Place: 4 Points: 918.75,,
Ilonka Thielen,86,875,Groningen 2024-05-04 - Place: 10 Points: 417.76,Groningen 2024-02-11 - Place: 13 Points: 316.68,Amsterdam 2023-06-17 - Place: 20 Points: 140.84
Olivier hui bon Hoa,87,840,Amsterdam 2024-06-01 - Place: 3 Points: 840.0,,
Jessica Borgers,88,813,Amsterdam 2024-01-20 - Place: 6 Points: 624.96,Amsterdam 2023-06-17 - Place: 28 Points: 105.63,Groningen 2023-05-27 - Place: 19 Points: 82.32
Pim Jansen,89,776,EnschedeIndoor 2024-11-30 - Place: 12 Points: 413.0,Groningen 2025-05-03 - Place: 10 Points: 362.6,
Sanne Schra,90,753,Groningen 2025-05-03 - Place: 6 Points: 543.9,Groningen 2024-05-04 - Place: 17 Points: 208.88,
Yorik Maatman,91,742,Groningen 2024-02-11 - Place: 10 Points: 422.24,NK 2023-09-02 - Place: 17 Points: 179.34,Amsterdam 2023-06-17 - Place: 17 Points: 140.84
Tom Ottenheim,92,741,UtrechtIndoor 2025-03-15 - Place: 6 Points: 495.6,Enschede 2025-06-01 - Place: 18 Points: 245.0,
Benjamin Gottwald,93,735,Enschede 2025-06-01 - Place: 5 Points: 735.0,,
Thomas Ungerer,94,735,Enschede 2025-06-01 - Place: 5 Points: 735.0,,
Thomas Beck,95,735,Enschede 2025-06-01 - Place: 6 Points: 735.0,,
Lavinia Damaschin,96,733,Groningen 2024-05-04 - Place: 8 Points: 522.2,Groningen 2024-02-11 - Place: 19 Points: 211.12,
Thomas Turner,97,729,Amsterdam 2024-01-20 - Place: 4 Points: 729.12,,
Jonas Adriaenssens,98,729,Amsterdam 2024-01-20 - Place: 4 Points: 729.12,,
Remco Klaasman,99,675,AmsterdamIndoor 2025-02-23 - Place: 8 Points: 406.0,NK 2023-09-02 - Place: 16 Points: 269.01,
Stijn Bakker,100,655,Amsterdam 2024-06-01 - Place: 9 Points: 420.0,NK 2023-09-02 - Place: 18 Points: 179.34,Enschede 2023-04-22 - Place: 23 Points: 56.0
Jeremy Roth,101,655,Amsterdam 2025-06-14 - Place: 5 Points: 655.2,,
Tanja Henrich,102,655,Amsterdam 2025-06-14 - Place: 5 Points: 655.2,,
Emil Wirsing,103,650,AmsterdamIndoor 2025-02-23 - Place: 3 Points: 649.6,,
Oriol Gonzalez,104,634,Amsterdam 2023-06-17 - Place: 2 Points: 633.78,,
Tavo Garcia,105,634,Amsterdam 2023-06-17 - Place: 2 Points: 633.78,,
Ulysse Couturier,106,630,Amsterdam 2024-06-01 - Place: 5 Points: 630.0,,
Oscar Stolk,107,629,Groningen 2024-02-11 - Place: 14 Points: 316.68,Amsterdam 2024-01-20 - Place: 14 Points: 312.48,
Konradin Müskens,108,626,Enschede 2024-04-06 - Place: 15 Points: 347.76,Amsterdam 2024-01-20 - Place: 18 Points: 208.32,Amsterdam 2023-06-17 - Place: 37 Points: 70.42
Dante Vanderveken,109,625,Amsterdam 2024-01-20 - Place: 5 Points: 624.96,,
Beau Dysserinck,110,613,Enschede 2025-06-01 - Place: 8 Points: 612.5,,
Pieter van der Plas,111,612,NK 2023-09-02 - Place: 9 Points: 358.68,NK 2024-06-29 - Place: 18 Points: 253.68,
Bart Haddink,112,587,Groningen 2024-02-11 - Place: 11 Points: 422.24,Groningen 2023-05-27 - Place: 10 Points: 164.64,
Wouter van Tongeren,113,578,UtrechtIndoor 2025-03-15 - Place: 4 Points: 578.2,,
Jorge Donayre,114,563,Amsterdam 2023-06-17 - Place: 3 Points: 563.36,,
Yannick Onstenk,115,541,Groningen 2024-05-04 - Place: 10 Points: 417.76,Groningen 2023-05-27 - Place: 14 Points: 123.48,
Quinten van Duin,116,525,Groningen 2024-02-11 - Place: 15 Points: 316.68,Amsterdam 2024-01-20 - Place: 19 Points: 208.32,
Niels van Weerdenburg,117,525,Groningen 2024-02-11 - Place: 15 Points: 316.68,Amsterdam 2024-01-20 - Place: 22 Points: 208.32,
Noah Mensch,118,525,Amsterdam 2024-06-01 - Place: 8 Points: 525.0,,
Hauke Moeschke,119,522,Groningen 2024-05-04 - Place: 7 Points: 522.2,,
Britt Vankemenade,120,521,Amsterdam 2024-01-20 - Place: 8 Points: 520.8,,
Marie-alexia Teisseyre,121,521,Amsterdam 2024-01-20 - Place: 8 Points: 520.8,,
Solange schrijnder van Velzen,122,521,Amsterdam 2025-06-14 - Place: 10 Points: 436.8,Enschede 2023-04-22 - Place: 16 Points: 84.0,
Albert Gracia,123,516,EnschedeIndoor 2024-11-30 - Place: 8 Points: 516.25,,
Tim van Caubergh,124,511,Groningen 2023-05-27 - Place: 2 Points: 370.44,Amsterdam 2023-06-17 - Place: 21 Points: 140.84,
Annabel Beiner,125,500,Groningen 2024-05-04 - Place: 19 Points: 208.88,Amsterdam 2024-01-20 - Place: 24 Points: 208.32,Groningen 2023-05-27 - Place: 20 Points: 82.32
Ben ten Berge,126,500,NK 2023-09-02 - Place: 9 Points: 358.68,Amsterdam 2023-06-17 - Place: 24 Points: 140.84,
Jannes de Meyer,127,493,Amsterdam 2023-06-17 - Place: 4 Points: 492.94,,
Tuur Demaegdt,128,493,Amsterdam 2023-06-17 - Place: 4 Points: 492.94,,
Adam Drong,129,454,Enschede 2025-06-01 - Place: 19 Points: 245.0,Groningen 2024-05-04 - Place: 18 Points: 208.88,
Benedikt Meylahn,130,437,Amsterdam 2025-06-14 - Place: 11 Points: 436.8,,
Knut Satrang,131,437,Amsterdam 2025-06-14 - Place: 12 Points: 436.8,,
Adéla Janků,132,422,Groningen 2024-02-11 - Place: 12 Points: 422.24,,
Matthijs G,133,420,Groningen 2024-02-11 - Place: 18 Points: 211.12,Groningen 2024-05-04 - Place: 17 Points: 208.88,
Tessel van Manen,134,418,Amsterdam 2024-06-01 - Place: 18 Points: 210.0,Amsterdam 2024-01-20 - Place: 20 Points: 208.32,
Tom Caniels,135,418,Enschede 2024-04-06 - Place: 15 Points: 347.76,Amsterdam 2023-06-17 - Place: 37 Points: 70.42,
Suzanne Slob,136,413,EnschedeIndoor 2024-11-30 - Place: 9 Points: 413.0,,
Jasper Zeevaarder,137,413,EnschedeIndoor 2024-11-30 - Place: 11 Points: 413.0,,
Roel van Gerner,138,413,EnschedeIndoor 2024-11-30 - Place: 12 Points: 413.0,,
Burag Hançer,139,413,UtrechtIndoor 2025-03-15 - Place: 8 Points: 413.0,,
Daniel Horn,140,410,NK 2023-09-02 - Place: 13 Points: 269.01,Amsterdam 2023-06-17 - Place: 18 Points: 140.84,
Han Holtmann,141,406,AmsterdamIndoor 2025-02-23 - Place: 7 Points: 406.0,,
Patrick Costa,142,406,AmsterdamIndoor 2025-02-23 - Place: 7 Points: 406.0,,
Milan Klaasman,143,406,AmsterdamIndoor 2025-02-23 - Place: 8 Points: 406.0,,
Bas Cornelissen,144,381,NK 2024-06-29 - Place: 13 Points: 380.52,,
Daan Beelen,145,381,NK 2024-06-29 - Place: 13 Points: 380.52,,
Maximilian Kamphoff,146,368,Enschede 2025-06-01 - Place: 13 Points: 367.5,,
Marcel Michael,147,368,Enschede 2025-06-01 - Place: 13 Points: 367.5,,
Patrick Friebe,148,368,Enschede 2025-06-01 - Place: 16 Points: 367.5,,
Martin Sievert,149,359,NK 2023-09-02 - Place: 11 Points: 358.68,,
Shannon Dieltjes,150,355,Groningen 2024-05-04 - Place: 14 Points: 313.32,Enschede 2023-04-22 - Place: 27 Points: 42.0,
Tabriz Popatia,151,352,Amsterdam 2023-06-17 - Place: 8 Points: 352.1,,
Paul Volle,152,352,Amsterdam 2023-06-17 - Place: 8 Points: 352.1,,
Florian Verduijn,153,317,Groningen 2024-02-11 - Place: 14 Points: 316.68,,
Aart jan Lenstra,154,317,Groningen 2024-02-11 - Place: 16 Points: 316.68,,
Mathias Gerstner,155,315,Amsterdam 2024-06-01 - Place: 13 Points: 315.0,,
Franka tabitha Etzel,156,313,Groningen 2024-05-04 - Place: 15 Points: 313.32,,
Lorenz Theobold,157,313,Groningen 2024-05-04 - Place: 15 Points: 313.32,,
Twan Schoonen,158,312,Amsterdam 2024-01-20 - Place: 14 Points: 312.48,,
Casper Zomerdijk,159,312,Amsterdam 2024-01-20 - Place: 15 Points: 312.48,,
Dennis Erlenbusch,160,303,Enschede 2023-11-26 - Place: 9 Points: 303.24,,
Anna We,161,303,Enschede 2023-11-26 - Place: 9 Points: 303.24,,
Lorenzo Palm,162,303,Enschede 2023-11-26 - Place: 10 Points: 303.24,,
Ben Frischen,163,303,Enschede 2023-11-26 - Place: 10 Points: 303.24,,
Johannes Lang,164,288,Groningen 2023-05-27 - Place: 4 Points: 288.12,,
Lukas Donovan,165,280,Enschede 2023-04-22 - Place: 1 Points: 280.0,,
Birk Warnecke,166,280,Enschede 2023-04-22 - Place: 1 Points: 280.0,,
Rowan Westerduin,167,254,NK 2024-06-29 - Place: 17 Points: 253.68,,
Niels van Oostrum,168,254,NK 2024-06-29 - Place: 17 Points: 253.68,,
Bas Rudolphy,169,254,NK 2024-06-29 - Place: 18 Points: 253.68,,
Liam van Hees,170,254,NK 2024-06-29 - Place: 19 Points: 253.68,,
Stef Boot,171,254,NK 2024-06-29 - Place: 19 Points: 253.68,,
Tom Gobee,172,254,NK 2024-06-29 - Place: 20 Points: 253.68,,
Thomas van Echtelt,173,254,NK 2024-06-29 - Place: 20 Points: 253.68,,
Gijs Kamperman,174,245,Enschede 2025-06-01 - Place: 19 Points: 245.0,,
Teo Constantinescu,175,232,Enschede 2024-04-06 - Place: 17 Points: 231.84,,
Miguel Dionisio,176,232,Enschede 2024-04-06 - Place: 17 Points: 231.84,,
Vishesh Sawhney,177,227,Amsterdam 2024-01-20 - Place: 25 Points: 156.24,Amsterdam 2023-06-17 - Place: 34 Points: 70.42,
David Geld,178,224,Enschede 2023-04-22 - Place: 3 Points: 224.0,,
Louis Blum,179,224,Enschede 2023-04-22 - Place: 3 Points: 224.0,,
Ruben Soerel,180,211,Amsterdam 2023-06-17 - Place: 13 Points: 211.26,,
Tomas Juch,181,211,Amsterdam 2023-06-17 - Place: 13 Points: 211.26,,
Jim Buhler,182,211,Amsterdam 2023-06-17 - Place: 14 Points: 211.26,,
Gadiel Rachelson,183,211,Amsterdam 2023-06-17 - Place: 14 Points: 211.26,,
Franka Etzel,184,211,Groningen 2024-02-11 - Place: 17 Points: 211.12,,
Lorenz Theobald,185,211,Groningen 2024-02-11 - Place: 17 Points: 211.12,,
Bauke van der Kooij,186,211,Groningen 2024-02-11 - Place: 18 Points: 211.12,,
Marian Haydn,187,211,Groningen 2024-02-11 - Place: 19 Points: 211.12,,
Anicea Saliba,188,210,Amsterdam 2024-06-01 - Place: 17 Points: 210.0,,
Guillaume Paris,189,209,Groningen 2024-05-04 - Place: 18 Points: 208.88,,
Lieze Dockx,190,208,Amsterdam 2024-01-20 - Place: 17 Points: 208.32,,
Pieter-jan Zwaan,191,208,Amsterdam 2024-01-20 - Place: 17 Points: 208.32,,
Gijs van Gerwen,192,208,Amsterdam 2024-01-20 - Place: 18 Points: 208.32,,
Singrid feitosa Alexandrino,193,208,Amsterdam 2024-01-20 - Place: 19 Points: 208.32,,
Remy Rousselle,194,208,Amsterdam 2024-01-20 - Place: 21 Points: 208.32,,
Antoine Sapena,195,208,Amsterdam 2024-01-20 - Place: 21 Points: 208.32,,
Rianne Voerman,196,208,Amsterdam 2024-01-20 - Place: 22 Points: 208.32,,
Steven Biemans,197,208,Amsterdam 2024-01-20 - Place: 23 Points: 208.32,,
Konstantin Dimov,198,169,Amsterdam 2023-06-17 - Place: 23 Points: 140.84,Enschede 2023-04-22 - Place: 33 Points: 28.0,
Kolja Jannes,199,168,Enschede 2023-04-22 - Place: 5 Points: 168.0,,
Lennart Wiepking,200,168,Enschede 2023-04-22 - Place: 5 Points: 168.0,,
David Moulin,201,165,Groningen 2023-05-27 - Place: 12 Points: 164.64,,
Milan Battistella,202,162,Amsterdam 2023-06-17 - Place: 30 Points: 105.63,Enschede 2023-04-22 - Place: 20 Points: 56.0,
Nicole Ijff,203,156,Amsterdam 2024-01-20 - Place: 25 Points: 156.24,,
J van Wijhe,204,156,Amsterdam 2024-01-20 - Place: 26 Points: 156.24,,
Matthew Elworthy,205,156,Amsterdam 2024-01-20 - Place: 26 Points: 156.24,,
Iris Bunnig,206,156,Amsterdam 2024-01-20 - Place: 27 Points: 156.24,,
Leonoor Schiphorst,207,156,Amsterdam 2024-01-20 - Place: 27 Points: 156.24,,
Nadja van Kessel,208,156,Amsterdam 2024-01-20 - Place: 28 Points: 156.24,,
Emiel Prikkel,209,156,Amsterdam 2024-01-20 - Place: 28 Points: 156.24,,
Jesse M,210,141,Amsterdam 2023-06-17 - Place: 21 Points: 140.84,,
