Player Name,Rank,Ranking Points,Best tournament,Second best tournament,Third best tournament
Cameron Ohlson,51,1384,Groningen 2025-05-03 - Place: 6 Points: 543.9,Groningen 2024-02-11 - Place: 8 Points: 527.8,Amsterdam 2024-01-20 - Place: 13 Points: 312.48
Adnan Jerbi,52,1320,Groningen 2024-02-11 - Place: 3 Points: 844.48,NK 2024-06-29 - Place: 14 Points: 475.65,
Ludwig Branzk,53,1308,NK 2024-06-29 - Place: 9 Points: 634.2,NK 2023-09-02 - Place: 11 Points: 358.68,Amsterdam 2024-06-01 - Place: 14 Points: 315.0
Roos van der Wielen,54,1302,AmsterdamIndoor 2025-02-23 - Place: 1 Points: 812.0,Enschede 2025-06-01 - Place: 12 Points: 490.0,
Maurice Jantjes,55,1299,Amsterdam 2023-06-17 - Place: 3 Points: 845.04,Groningen 2023-05-27 - Place: 2 Points: 370.44,Enschede 2023-04-22 - Place: 14 Points: 84.0
Annabel Beiner,56,1299,Amsterdam 2025-06-14 - Place: 3 Points: 882.0,Groningen 2024-05-04 - Place: 19 Points: 208.88,Amsterdam 2024-01-20 - Place: 24 Points: 208.32
Ewout van den Pol,57,1291,Enschede 2024-04-06 - Place: 12 Points: 463.68,NK 2023-09-02 - Place: 7 Points: 448.35,Enschede 2023-11-26 - Place: 7 Points: 379.05
Irian Baert,58,1278,Enschede 2025-06-01 - Place: 4 Points: 857.5,Amsterdam 2024-06-01 - Place: 12 Points: 420.0,
Toan Pauwels,59,1278,Enschede 2025-06-01 - Place: 4 Points: 857.5,Amsterdam 2024-06-01 - Place: 12 Points: 420.0,
Koen Huits,60,1258,Groningen 2024-02-11 - Place: 8 Points: 527.8,Groningen 2024-05-04 - Place: 12 Points: 417.76,Amsterdam 2024-01-20 - Place: 13 Points: 312.48
Adriaan van Gerven,61,1237,Amsterdam 2024-01-20 - Place: 5 Points: 624.96,Enschede 2025-06-01 - Place: 8 Points: 612.5,
Maarten van Beek,62,1236,NK 2024-06-29 - Place: 14 Points: 475.65,NK 2023-09-02 - Place: 8 Points: 448.35,Amsterdam 2024-01-20 - Place: 15 Points: 312.48
Justus Klapperich,63,1225,Enschede 2025-06-01 - Place: 1 Points: 1225.0,,
Scott Beeks,64,1225,Enschede 2025-06-01 - Place: 1 Points: 1225.0,,
Teo Kukuljan,65,1211,Enschede 2024-04-06 - Place: 2 Points: 1043.28,Enschede 2023-04-22 - Place: 6 Points: 168.0,
Basile Vitrai,66,1210,Amsterdam 2024-06-01 - Place: 5 Points: 630.0,Enschede 2024-04-06 - Place: 8 Points: 579.6,
Baptiste Maison,67,1155,Amsterdam 2023-06-17 - Place: 5 Points: 633.78,Amsterdam 2024-01-20 - Place: 7 Points: 520.8,
Hugues Maison,68,1155,Amsterdam 2023-06-17 - Place: 5 Points: 633.78,Amsterdam 2024-01-20 - Place: 7 Points: 520.8,
Linde van Wambeke,69,1153,Groningen 2024-05-04 - Place: 7 Points: 522.2,Groningen 2024-02-11 - Place: 9 Points: 422.24,Amsterdam 2024-01-20 - Place: 24 Points: 208.32
Klara Schöttgen,70,1140,AmsterdamIndoor 2025-02-23 - Place: 3 Points: 649.6,Enschede 2025-06-01 - Place: 12 Points: 490.0,
Louis Mareschal,71,1050,Amsterdam 2024-06-01 - Place: 1 Points: 1050.0,,
Luca Marrer,72,1043,Enschede 2024-04-06 - Place: 2 Points: 1043.28,,
Cedric Omtzigt,73,1036,Enschede 2024-04-06 - Place: 12 Points: 463.68,Enschede 2023-11-26 - Place: 12 Points: 303.24,NK 2023-09-02 - Place: 15 Points: 269.01
Frank Buigel,74,1003,Groningen 2024-05-04 - Place: 12 Points: 417.76,Groningen 2024-02-11 - Place: 16 Points: 316.68,NK 2023-09-02 - Place: 14 Points: 269.01
Alberto Tiribello,75,992,Amsterdam 2025-06-14 - Place: 2 Points: 992.25,,
Alexandra Pelz,76,992,Amsterdam 2025-06-14 - Place: 2 Points: 992.25,,
Shauny Dieltjes,77,985,Enschede 2025-06-01 - Place: 11 Points: 490.0,Groningen 2025-05-03 - Place: 7 Points: 453.25,Enschede 2023-04-22 - Place: 27 Points: 42.0
Oriol Gonzalez,78,951,Amsterdam 2023-06-17 - Place: 2 Points: 950.67,,
Tavo Garcia,79,951,Amsterdam 2023-06-17 - Place: 2 Points: 950.67,,
Jonas Klimt,80,949,NK 2024-06-29 - Place: 9 Points: 634.2,Amsterdam 2024-06-01 - Place: 14 Points: 315.0,
Ilonka Thielen,81,946,Groningen 2024-05-04 - Place: 10 Points: 417.76,Groningen 2024-02-11 - Place: 13 Points: 316.68,Amsterdam 2023-06-17 - Place: 20 Points: 211.26
Gauthier Vandamme,82,945,Amsterdam 2024-06-01 - Place: 2 Points: 945.0,,
Gilles Hublet,83,945,Amsterdam 2024-06-01 - Place: 2 Points: 945.0,,
Joeri Vlassaks,84,937,Amsterdam 2024-01-20 - Place: 2 Points: 937.44,,
Martijn Paes,85,937,Amsterdam 2024-01-20 - Place: 2 Points: 937.44,,
Stan van der Enden,86,914,Amsterdam 2025-06-14 - Place: 7 Points: 551.25,Groningen 2025-05-03 - Place: 9 Points: 362.6,
Jan Schmitz,87,911,Groningen 2025-05-03 - Place: 5 Points: 543.9,Enschede 2025-06-01 - Place: 16 Points: 367.5,
Lise Pieper,88,877,Amsterdam 2025-06-14 - Place: 4 Points: 771.75,Amsterdam 2023-06-17 - Place: 36 Points: 105.63,
Jessica Borgers,89,866,Amsterdam 2024-01-20 - Place: 6 Points: 624.96,Amsterdam 2023-06-17 - Place: 28 Points: 158.44,Groningen 2023-05-27 - Place: 19 Points: 82.32
Lars Jürgensen,90,854,Amsterdam 2025-06-14 - Place: 11 Points: 441.0,UtrechtIndoor 2025-03-15 - Place: 8 Points: 413.0,
Jorge Donayre,91,845,Amsterdam 2023-06-17 - Place: 3 Points: 845.04,,
Olivier hui bon Hoa,92,840,Amsterdam 2024-06-01 - Place: 3 Points: 840.0,,
Yorik Maatman,93,813,Groningen 2024-02-11 - Place: 10 Points: 422.24,Amsterdam 2023-06-17 - Place: 17 Points: 211.26,NK 2023-09-02 - Place: 17 Points: 179.34
Pim Jansen,94,776,EnschedeIndoor 2024-11-30 - Place: 12 Points: 413.0,Groningen 2025-05-03 - Place: 10 Points: 362.6,
Marta devesa Cabrera,95,772,Amsterdam 2025-06-14 - Place: 4 Points: 771.75,,
Anna Junk,96,767,Amsterdam 2025-06-14 - Place: 6 Points: 661.5,Amsterdam 2023-06-17 - Place: 35 Points: 105.63,
Tom Ottenheim,97,741,UtrechtIndoor 2025-03-15 - Place: 6 Points: 495.6,Enschede 2025-06-01 - Place: 18 Points: 245.0,
Jannes de Meyer,98,739,Amsterdam 2023-06-17 - Place: 4 Points: 739.41,,
Tuur Demaegdt,99,739,Amsterdam 2023-06-17 - Place: 4 Points: 739.41,,
Benjamin Gottwald,100,735,Enschede 2025-06-01 - Place: 5 Points: 735.0,,
Thomas Ungerer,101,735,Enschede 2025-06-01 - Place: 5 Points: 735.0,,
Thomas Beck,102,735,Enschede 2025-06-01 - Place: 6 Points: 735.0,,
Lavinia Damaschin,103,733,Groningen 2024-05-04 - Place: 8 Points: 522.2,Groningen 2024-02-11 - Place: 19 Points: 211.12,
Thomas Turner,104,729,Amsterdam 2024-01-20 - Place: 4 Points: 729.12,,
Jonas Adriaenssens,105,729,Amsterdam 2024-01-20 - Place: 4 Points: 729.12,,
Pieter van der Plas,106,676,NK 2023-09-02 - Place: 9 Points: 358.68,NK 2024-06-29 - Place: 18 Points: 317.1,
Remco Klaasman,107,675,AmsterdamIndoor 2025-02-23 - Place: 8 Points: 406.0,NK 2023-09-02 - Place: 16 Points: 269.01,
Konradin Müskens,108,662,Enschede 2024-04-06 - Place: 15 Points: 347.76,Amsterdam 2024-01-20 - Place: 18 Points: 208.32,Amsterdam 2023-06-17 - Place: 37 Points: 105.63
Jeremy Roth,109,661,Amsterdam 2025-06-14 - Place: 5 Points: 661.5,,
Tanja Henrich,110,661,Amsterdam 2025-06-14 - Place: 5 Points: 661.5,,
Jesse Weggemans,111,661,Amsterdam 2025-06-14 - Place: 5 Points: 661.5,,
Pippa Schippers,112,661,Amsterdam 2025-06-14 - Place: 5 Points: 661.5,,
Laura Verstraete,113,661,Amsterdam 2025-06-14 - Place: 6 Points: 661.5,,
Stijn Bakker,114,655,Amsterdam 2024-06-01 - Place: 9 Points: 420.0,NK 2023-09-02 - Place: 18 Points: 179.34,Enschede 2023-04-22 - Place: 23 Points: 56.0
Emil Wirsing,115,650,AmsterdamIndoor 2025-02-23 - Place: 3 Points: 649.6,,
Sanne Hogesteeger,116,634,Amsterdam 2025-06-14 - Place: 8 Points: 551.25,Groningen 2023-05-27 - Place: 21 Points: 82.32,
Ulysse Couturier,117,630,Amsterdam 2024-06-01 - Place: 5 Points: 630.0,,
Oscar Stolk,118,629,Groningen 2024-02-11 - Place: 14 Points: 316.68,Amsterdam 2024-01-20 - Place: 14 Points: 312.48,
Dante Vanderveken,119,625,Amsterdam 2024-01-20 - Place: 5 Points: 624.96,,
Beau Dysserinck,120,613,Enschede 2025-06-01 - Place: 8 Points: 612.5,,
Bart Haddink,121,587,Groningen 2024-02-11 - Place: 11 Points: 422.24,Groningen 2023-05-27 - Place: 10 Points: 164.64,
Tim van Caubergh,122,582,Groningen 2023-05-27 - Place: 2 Points: 370.44,Amsterdam 2023-06-17 - Place: 21 Points: 211.26,
Wouter van Tongeren,123,578,UtrechtIndoor 2025-03-15 - Place: 4 Points: 578.2,,
Maikel Schils,124,578,UtrechtIndoor 2025-03-15 - Place: 4 Points: 578.2,,
Ben ten Berge,125,570,NK 2023-09-02 - Place: 9 Points: 358.68,Amsterdam 2023-06-17 - Place: 24 Points: 211.26,
Charlotte glastra van Loon,126,551,Amsterdam 2025-06-14 - Place: 7 Points: 551.25,,
Melanie Haeusel,127,551,Amsterdam 2025-06-14 - Place: 7 Points: 551.25,,
Tale Lechtenbörger,128,551,Amsterdam 2025-06-14 - Place: 8 Points: 551.25,,
Yannick Onstenk,129,541,Groningen 2024-05-04 - Place: 10 Points: 417.76,Groningen 2023-05-27 - Place: 14 Points: 123.48,
Tabriz Popatia,130,528,Amsterdam 2023-06-17 - Place: 8 Points: 528.15,,
Paul Volle,131,528,Amsterdam 2023-06-17 - Place: 8 Points: 528.15,,
Quinten van Duin,132,525,Groningen 2024-02-11 - Place: 15 Points: 316.68,Amsterdam 2024-01-20 - Place: 19 Points: 208.32,
Niels van Weerdenburg,133,525,Groningen 2024-02-11 - Place: 15 Points: 316.68,Amsterdam 2024-01-20 - Place: 22 Points: 208.32,
Noah Mensch,134,525,Amsterdam 2024-06-01 - Place: 8 Points: 525.0,,
Solange schrijnder van Velzen,135,525,Amsterdam 2025-06-14 - Place: 10 Points: 441.0,Enschede 2023-04-22 - Place: 16 Points: 84.0,
Hauke Moeschke,136,522,Groningen 2024-05-04 - Place: 7 Points: 522.2,,
Britt Vankemenade,137,521,Amsterdam 2024-01-20 - Place: 8 Points: 520.8,,
Marie-alexia Teisseyre,138,521,Amsterdam 2024-01-20 - Place: 8 Points: 520.8,,
Albert Gracia,139,516,EnschedeIndoor 2024-11-30 - Place: 8 Points: 516.25,,
Daniel Horn,140,480,NK 2023-09-02 - Place: 13 Points: 269.01,Amsterdam 2023-06-17 - Place: 18 Points: 211.26,
Bas Cornelissen,141,476,NK 2024-06-29 - Place: 13 Points: 475.65,,
Daan Beelen,142,476,NK 2024-06-29 - Place: 13 Points: 475.65,,
Adam Drong,143,454,Enschede 2025-06-01 - Place: 19 Points: 245.0,Groningen 2024-05-04 - Place: 18 Points: 208.88,
Tom Caniels,144,453,Enschede 2024-04-06 - Place: 15 Points: 347.76,Amsterdam 2023-06-17 - Place: 37 Points: 105.63,
Benedikt Meylahn,145,441,Amsterdam 2025-06-14 - Place: 11 Points: 441.0,,
Knut Satrang,146,441,Amsterdam 2025-06-14 - Place: 12 Points: 441.0,,
Adéla Janků,147,422,Groningen 2024-02-11 - Place: 12 Points: 422.24,,
Matthijs G,148,420,Groningen 2024-02-11 - Place: 18 Points: 211.12,Groningen 2024-05-04 - Place: 17 Points: 208.88,
Tessel van Manen,149,418,Amsterdam 2024-06-01 - Place: 18 Points: 210.0,Amsterdam 2024-01-20 - Place: 20 Points: 208.32,
Suzanne Slob,150,413,EnschedeIndoor 2024-11-30 - Place: 9 Points: 413.0,,
Jasper Zeevaarder,151,413,EnschedeIndoor 2024-11-30 - Place: 11 Points: 413.0,,
Roel van Gerner,152,413,EnschedeIndoor 2024-11-30 - Place: 12 Points: 413.0,,
Burag Hançer,153,413,UtrechtIndoor 2025-03-15 - Place: 8 Points: 413.0,,
Han Holtmann,154,406,AmsterdamIndoor 2025-02-23 - Place: 7 Points: 406.0,,
Patrick Costa,155,406,AmsterdamIndoor 2025-02-23 - Place: 7 Points: 406.0,,
Milan Klaasman,156,406,AmsterdamIndoor 2025-02-23 - Place: 8 Points: 406.0,,
Maximilian Kamphoff,157,368,Enschede 2025-06-01 - Place: 13 Points: 367.5,,
Marcel Michael,158,368,Enschede 2025-06-01 - Place: 13 Points: 367.5,,
Patrick Friebe,159,368,Enschede 2025-06-01 - Place: 16 Points: 367.5,,
Martin Sievert,160,359,NK 2023-09-02 - Place: 11 Points: 358.68,,
Shannon Dieltjes,161,355,Groningen 2024-05-04 - Place: 14 Points: 313.32,Enschede 2023-04-22 - Place: 27 Points: 42.0,
Rowan Westerduin,162,317,NK 2024-06-29 - Place: 17 Points: 317.1,,
Niels van Oostrum,163,317,NK 2024-06-29 - Place: 17 Points: 317.1,,
Bas Rudolphy,164,317,NK 2024-06-29 - Place: 18 Points: 317.1,,
Liam van Hees,165,317,NK 2024-06-29 - Place: 19 Points: 317.1,,
Stef Boot,166,317,NK 2024-06-29 - Place: 19 Points: 317.1,,
Tom Gobee,167,317,NK 2024-06-29 - Place: 20 Points: 317.1,,
Thomas van Echtelt,168,317,NK 2024-06-29 - Place: 20 Points: 317.1,,
Ruben Soerel,169,317,Amsterdam 2023-06-17 - Place: 13 Points: 316.89,,
Tomas Juch,170,317,Amsterdam 2023-06-17 - Place: 13 Points: 316.89,,
Jim Buhler,171,317,Amsterdam 2023-06-17 - Place: 14 Points: 316.89,,
Gadiel Rachelson,172,317,Amsterdam 2023-06-17 - Place: 14 Points: 316.89,,
Florian Verduijn,173,317,Groningen 2024-02-11 - Place: 14 Points: 316.68,,
Aart jan Lenstra,174,317,Groningen 2024-02-11 - Place: 16 Points: 316.68,,
Mathias Gerstner,175,315,Amsterdam 2024-06-01 - Place: 13 Points: 315.0,,
Franka tabitha Etzel,176,313,Groningen 2024-05-04 - Place: 15 Points: 313.32,,
Lorenz Theobold,177,313,Groningen 2024-05-04 - Place: 15 Points: 313.32,,
Twan Schoonen,178,312,Amsterdam 2024-01-20 - Place: 14 Points: 312.48,,
Casper Zomerdijk,179,312,Amsterdam 2024-01-20 - Place: 15 Points: 312.48,,
Dennis Erlenbusch,180,303,Enschede 2023-11-26 - Place: 9 Points: 303.24,,
Anna We,181,303,Enschede 2023-11-26 - Place: 9 Points: 303.24,,
Lorenzo Palm,182,303,Enschede 2023-11-26 - Place: 10 Points: 303.24,,
Ben Frischen,183,303,Enschede 2023-11-26 - Place: 10 Points: 303.24,,
Johannes Lang,184,288,Groningen 2023-05-27 - Place: 4 Points: 288.12,,
Lukas Donovan,185,280,Enschede 2023-04-22 - Place: 1 Points: 280.0,,
Birk Warnecke,186,280,Enschede 2023-04-22 - Place: 1 Points: 280.0,,
Vishesh Sawhney,187,262,Amsterdam 2024-01-20 - Place: 25 Points: 156.24,Amsterdam 2023-06-17 - Place: 34 Points: 105.63,
Gijs Kamperman,188,245,Enschede 2025-06-01 - Place: 19 Points: 245.0,,
Konstantin Dimov,189,239,Amsterdam 2023-06-17 - Place: 23 Points: 211.26,Enschede 2023-04-22 - Place: 33 Points: 28.0,
Teo Constantinescu,190,232,Enschede 2024-04-06 - Place: 17 Points: 231.84,,
Miguel Dionisio,191,232,Enschede 2024-04-06 - Place: 17 Points: 231.84,,
David Geld,192,224,Enschede 2023-04-22 - Place: 3 Points: 224.0,,
Louis Blum,193,224,Enschede 2023-04-22 - Place: 3 Points: 224.0,,
Milan Battistella,194,214,Amsterdam 2023-06-17 - Place: 30 Points: 158.44,Enschede 2023-04-22 - Place: 20 Points: 56.0,
Jesse M,195,211,Amsterdam 2023-06-17 - Place: 21 Points: 211.26,,
Mathijs de Groot,196,211,Amsterdam 2023-06-17 - Place: 24 Points: 211.26,,
Franka Etzel,197,211,Groningen 2024-02-11 - Place: 17 Points: 211.12,,
Lorenz Theobald,198,211,Groningen 2024-02-11 - Place: 17 Points: 211.12,,
Bauke van der Kooij,199,211,Groningen 2024-02-11 - Place: 18 Points: 211.12,,
Marian Haydn,200,211,Groningen 2024-02-11 - Place: 19 Points: 211.12,,
Anicea Saliba,201,210,Amsterdam 2024-06-01 - Place: 17 Points: 210.0,,
Guillaume Paris,202,209,Groningen 2024-05-04 - Place: 18 Points: 208.88,,
Lieze Dockx,203,208,Amsterdam 2024-01-20 - Place: 17 Points: 208.32,,
Pieter-jan Zwaan,204,208,Amsterdam 2024-01-20 - Place: 17 Points: 208.32,,
Gijs van Gerwen,205,208,Amsterdam 2024-01-20 - Place: 18 Points: 208.32,,
Singrid feitosa Alexandrino,206,208,Amsterdam 2024-01-20 - Place: 19 Points: 208.32,,
Remy Rousselle,207,208,Amsterdam 2024-01-20 - Place: 21 Points: 208.32,,
Antoine Sapena,208,208,Amsterdam 2024-01-20 - Place: 21 Points: 208.32,,
Rianne Voerman,209,208,Amsterdam 2024-01-20 - Place: 22 Points: 208.32,,
Steven Biemans,210,208,Amsterdam 2024-01-20 - Place: 23 Points: 208.32,,
Kolja Jannes,211,168,Enschede 2023-04-22 - Place: 5 Points: 168.0,,
Lennart Wiepking,212,168,Enschede 2023-04-22 - Place: 5 Points: 168.0,,
David Moulin,213,165,Groningen 2023-05-27 - Place: 12 Points: 164.64,,
