Player Name,Rank,Ranking Points,Best tournament,Second best tournament,Third best tournament
Omar el Tambouli,31,917,NK 2024-06-29 - Place: 2 Points: 916.65,,
Thijmen Calis,32,868,Amsterdam 2025-06-14 - Place: 1 Points: 700.0,NK 2023-09-02 - Place: 12 Points: 168.0,
Tom Caniels,33,839,NK 2024-06-29 - Place: 4 Points: 712.95,NK 2023-09-02 - Place: 16 Points: 126.0,
Linde van Wambeke,34,828,Amsterdam 2024-06-01 - Place: 7 Points: 470.4,Enschede 2023-11-26 - Place: 3 Points: 357.84,
Pippa Schippers,35,809,AmsterdamIndoor 2025-02-23 - Place: 7 Points: 432.25,Amsterdam 2024-06-01 - Place: 11 Points: 376.32,
Marjolein Veldman,36,776,Amsterdam 2024-06-01 - Place: 8 Points: 470.4,NK 2024-06-29 - Place: 15 Points: 305.55,
Klāvs Kalvenieks,37,772,Amsterdam 2025-06-14 - Place: 4 Points: 490.0,Amsterdam 2024-06-01 - Place: 16 Points: 282.24,
Lukas Schubotz,38,761,NK 2024-06-29 - Place: 7 Points: 509.25,NK 2023-09-02 - Place: 6 Points: 252.0,
Thijs Benschop,39,761,NK 2024-06-29 - Place: 7 Points: 509.25,NK 2023-09-02 - Place: 6 Points: 252.0,
Roos van der Donk,40,745,Enschede 2025-06-01 - Place: 3 Points: 744.8,,
Simmeon Gastineau,41,721,GroningenIndoor 2025-01-19 - Place: 1 Points: 721.0,,
Carien Boessenkool,42,712,UtrechtIndoor 2025-03-15 - Place: 2 Points: 711.9,,
Cees Bregman,43,703,Groningen 2025-05-03 - Place: 1 Points: 703.5,,
Martijn Alberts,44,703,Groningen 2025-05-03 - Place: 1 Points: 703.5,,
Bouke Postma,45,700,Amsterdam 2025-06-14 - Place: 1 Points: 700.0,,
Jurriën van Marle,46,692,AmsterdamIndoor 2025-02-23 - Place: 3 Points: 691.6,,
Sergio Vianen,47,692,AmsterdamIndoor 2025-02-23 - Place: 3 Points: 691.6,,
Lech bakhuizen v.d. Brink,48,678,Amsterdam 2025-06-14 - Place: 4 Points: 490.0,Amsterdam 2024-06-01 - Place: 20 Points: 188.16,
Floris van Lieshout,49,652,Enschede 2025-06-01 - Place: 4 Points: 651.7,,
Lorenz Theobald,50,649,GroningenIndoor 2025-01-19 - Place: 2 Points: 648.9,,
Jacob Franssen,51,633,Groningen 2025-05-03 - Place: 2 Points: 633.15,,
Linde Karnebeek,52,633,Groningen 2025-05-03 - Place: 2 Points: 633.15,,
David Vermeulen,53,633,UtrechtIndoor 2025-03-15 - Place: 3 Points: 632.8,,
Sven Ebels,54,633,UtrechtIndoor 2025-03-15 - Place: 3 Points: 632.8,,
Job Bahlmann,55,630,Amsterdam 2025-06-14 - Place: 2 Points: 630.0,,
Maud Wieland,56,620,AmsterdamIndoor 2025-02-23 - Place: 8 Points: 432.25,Amsterdam 2024-06-01 - Place: 20 Points: 188.16,
Bram Houweling,57,617,NK 2024-06-29 - Place: 11 Points: 407.4,NK 2023-09-02 - Place: 7 Points: 210.0,
Fabian van Hummel,58,611,NK 2024-06-29 - Place: 5 Points: 611.1,,
Luke Wright,59,611,NK 2024-06-29 - Place: 6 Points: 611.1,,
Beleke de Zwart,60,605,AmsterdamIndoor 2025-02-23 - Place: 4 Points: 605.15,,
Boris Vermeulen,61,577,GroningenIndoor 2025-01-19 - Place: 3 Points: 576.8,,
Konstantin Dimov,62,564,Amsterdam 2024-06-01 - Place: 5 Points: 564.48,,
Sven Gerritsen,63,564,Amsterdam 2024-06-01 - Place: 5 Points: 564.48,,
Knut Satrang,64,563,Groningen 2025-05-03 - Place: 3 Points: 562.8,,
Mees Middelkoop,65,560,Amsterdam 2025-06-14 - Place: 3 Points: 560.0,,
Derek van de Wiel,66,559,Enschede 2025-06-01 - Place: 5 Points: 558.6,,
Sanne van de Ven,67,559,Enschede 2025-06-01 - Place: 5 Points: 558.6,,
Pucki Obermuller,68,554,UtrechtIndoor 2025-03-15 - Place: 4 Points: 553.7,,
Dana Voerman,69,519,AmsterdamIndoor 2025-02-23 - Place: 6 Points: 518.7,,
Mitchell Hupkens,70,519,AmsterdamIndoor 2025-02-23 - Place: 6 Points: 518.7,,
Andreas Hobermuller,71,492,Groningen 2025-05-03 - Place: 4 Points: 492.45,,
Anna Stoffie,72,492,Groningen 2025-05-03 - Place: 4 Points: 492.45,,
Gosse Metz,73,475,UtrechtIndoor 2025-03-15 - Place: 6 Points: 474.6,,
Ieke Berens,74,474,NK 2024-06-29 - Place: 14 Points: 305.55,NK 2023-09-02 - Place: 11 Points: 168.0,
Thieri Balk,75,474,NK 2024-06-29 - Place: 14 Points: 305.55,NK 2023-09-02 - Place: 11 Points: 168.0,
Haiko Rijkers,76,470,Amsterdam 2024-06-01 - Place: 8 Points: 470.4,,
Joëlla van de Ven,77,466,Enschede 2025-06-01 - Place: 7 Points: 465.5,,
Roeland Wouda,78,466,Enschede 2025-06-01 - Place: 7 Points: 465.5,,
Pim Jansen,79,466,Enschede 2025-06-01 - Place: 8 Points: 465.5,,
Miguel Dionisio,80,466,Enschede 2025-06-01 - Place: 8 Points: 465.5,,
Yvette Weel,81,432,AmsterdamIndoor 2025-02-23 - Place: 8 Points: 432.25,,
Lavinia Damaschin,82,422,Groningen 2025-05-03 - Place: 5 Points: 422.1,,
Elliot maric Larsson,83,422,Groningen 2025-05-03 - Place: 6 Points: 422.1,,
Katalin Harsanyi,84,422,Groningen 2025-05-03 - Place: 6 Points: 422.1,,
Sander Breman,85,420,NK 2023-09-02 - Place: 1 Points: 420.0,,
David Teel,86,420,NK 2023-09-02 - Place: 1 Points: 420.0,,
Milan Klaasman,87,407,NK 2024-06-29 - Place: 9 Points: 407.4,,
Remco Klaasman,88,407,NK 2024-06-29 - Place: 9 Points: 407.4,,
Adam Drong,89,407,NK 2024-06-29 - Place: 10 Points: 407.4,,
Stan an der Enden,90,407,NK 2024-06-29 - Place: 10 Points: 407.4,,
M Saeidi,91,407,NK 2024-06-29 - Place: 11 Points: 407.4,,
Frank Buigel,92,407,NK 2024-06-29 - Place: 12 Points: 407.4,,
P Muller,93,407,NK 2024-06-29 - Place: 12 Points: 407.4,,
Nick E,94,395,UtrechtIndoor 2025-03-15 - Place: 7 Points: 395.5,,
Gijs van Gerwen,95,394,Enschede 2023-11-26 - Place: 5 Points: 268.38,NK 2023-09-02 - Place: 16 Points: 126.0,
Wouter van Tongeren,96,378,NK 2023-09-02 - Place: 2 Points: 378.0,,
Arthur Boerman,97,378,NK 2023-09-02 - Place: 2 Points: 378.0,,
Melanie Haeusel,98,376,Amsterdam 2024-06-01 - Place: 10 Points: 376.32,,
Thibaut Weller,99,376,Amsterdam 2024-06-01 - Place: 10 Points: 376.32,,
Luuk vd Klein,100,376,Amsterdam 2024-06-01 - Place: 11 Points: 376.32,,
Raphaël Wiedmer,101,376,Amsterdam 2024-06-01 - Place: 12 Points: 376.32,,
Rebecca Fagerland,102,376,Amsterdam 2024-06-01 - Place: 12 Points: 376.32,,
Max van der Heijden,103,372,Enschede 2025-06-01 - Place: 9 Points: 372.4,,
Gijs Cornielje,104,372,Enschede 2025-06-01 - Place: 9 Points: 372.4,,
Roel ten Broek,105,372,Enschede 2025-06-01 - Place: 10 Points: 372.4,,
Teun Wassenberg,106,372,Enschede 2025-06-01 - Place: 10 Points: 372.4,,
Roel Schoorlemmer,107,372,Enschede 2025-06-01 - Place: 11 Points: 372.4,,
Jesse Vlaswinkel,108,372,Enschede 2025-06-01 - Place: 11 Points: 372.4,,
Silver Roossien,109,352,Groningen 2025-05-03 - Place: 7 Points: 351.75,,
Julian de Rover,110,352,Groningen 2025-05-03 - Place: 7 Points: 351.75,,
Lex Dijkman,111,352,Groningen 2025-05-03 - Place: 8 Points: 351.75,,
F. Almeida,112,352,Groningen 2025-05-03 - Place: 8 Points: 351.75,,
Geert douwe de Vries,113,336,NK 2023-09-02 - Place: 3 Points: 336.0,,
Florian Verduijn,114,336,NK 2023-09-02 - Place: 3 Points: 336.0,,
Luuk Geelen,115,313,Enschede 2023-11-26 - Place: 4 Points: 313.11,,
Peter Vree,116,313,Enschede 2023-11-26 - Place: 4 Points: 313.11,,
Pepijn van der Put,117,306,NK 2024-06-29 - Place: 13 Points: 305.55,,
Joep de Jonge,118,306,NK 2024-06-29 - Place: 13 Points: 305.55,,
Zachary Meredith,119,306,NK 2024-06-29 - Place: 15 Points: 305.55,,
Enno Biewinga,120,306,NK 2024-06-29 - Place: 16 Points: 305.55,,
Wik de Waal,121,306,NK 2024-06-29 - Place: 16 Points: 305.55,,
Koen Zonneveld,122,294,NK 2023-09-02 - Place: 4 Points: 294.0,,
Twan Zonneveld,123,294,NK 2023-09-02 - Place: 4 Points: 294.0,,
Lars Jürgensen,124,282,Amsterdam 2024-06-01 - Place: 13 Points: 282.24,,
Jess Moore,125,282,Amsterdam 2024-06-01 - Place: 13 Points: 282.24,,
Jasper Voerman,126,282,Amsterdam 2024-06-01 - Place: 14 Points: 282.24,,
Sanne Hogesteeger,127,282,Amsterdam 2024-06-01 - Place: 15 Points: 282.24,,
Tale Lechtenbörger,128,282,Amsterdam 2024-06-01 - Place: 15 Points: 282.24,,
Rémi Bummel,129,282,Amsterdam 2024-06-01 - Place: 16 Points: 282.24,,
Sabien Feitsma,130,281,Groningen 2025-05-03 - Place: 9 Points: 281.4,,
Marieke Bregman,131,281,Groningen 2025-05-03 - Place: 9 Points: 281.4,,
Remon Poelman,132,252,NK 2023-09-02 - Place: 5 Points: 252.0,,
Job van Maastricht,133,252,NK 2023-09-02 - Place: 5 Points: 252.0,,
Sarah Sommerschuh,134,224,Enschede 2023-11-26 - Place: 8 Points: 223.65,,
Sjef Holl,135,210,NK 2023-09-02 - Place: 7 Points: 210.0,,
Niels van de Graaf,136,210,NK 2023-09-02 - Place: 8 Points: 210.0,,
Ivo Wester,137,210,NK 2023-09-02 - Place: 8 Points: 210.0,,
Tijmen van der Put,138,204,NK 2024-06-29 - Place: 17 Points: 203.7,,
Pim de Jonge,139,204,NK 2024-06-29 - Place: 17 Points: 203.7,,
Sebastiaan van Zanten,140,204,NK 2024-06-29 - Place: 18 Points: 203.7,,
Florian Vacek,141,204,NK 2024-06-29 - Place: 18 Points: 203.7,,
Jurd Smith,142,204,NK 2024-06-29 - Place: 19 Points: 203.7,,
Annelies van Cooten,143,204,NK 2024-06-29 - Place: 19 Points: 203.7,,
Hugo Degerth,144,204,NK 2024-06-29 - Place: 20 Points: 203.7,,
Daniel Doe,145,204,NK 2024-06-29 - Place: 20 Points: 203.7,,
Nikola Geršanov,146,188,Amsterdam 2024-06-01 - Place: 17 Points: 188.16,,
Mata Njunga,147,188,Amsterdam 2024-06-01 - Place: 18 Points: 188.16,,
Daan Appels,148,188,Amsterdam 2024-06-01 - Place: 18 Points: 188.16,,
Bram Slemmer,149,188,Amsterdam 2024-06-01 - Place: 19 Points: 188.16,,
Jary Kooijman,150,188,Amsterdam 2024-06-01 - Place: 19 Points: 188.16,,
Juho Viljanen,151,188,Amsterdam 2024-06-01 - Place: 21 Points: 188.16,,
Mátyás Papp,152,188,Amsterdam 2024-06-01 - Place: 21 Points: 188.16,,
Michael Wekking,153,188,Amsterdam 2024-06-01 - Place: 22 Points: 188.16,,
Wiebe de Gruijter,154,188,Amsterdam 2024-06-01 - Place: 22 Points: 188.16,,
Arabi Alhumsi,155,188,Amsterdam 2024-06-01 - Place: 23 Points: 188.16,,
Alexis Carras,156,188,Amsterdam 2024-06-01 - Place: 23 Points: 188.16,,
Clemence Joly,157,188,Amsterdam 2024-06-01 - Place: 24 Points: 188.16,,
Marko Krunic,158,188,Amsterdam 2024-06-01 - Place: 24 Points: 188.16,,
Marjolijn van Schagen,159,179,Enschede 2023-11-26 - Place: 9 Points: 178.92,,
Michelle Sudjito,160,179,Enschede 2023-11-26 - Place: 9 Points: 178.92,,
Adnan Jerbi,161,168,NK 2023-09-02 - Place: 9 Points: 168.0,,
Jan albert van der Velde,162,168,NK 2023-09-02 - Place: 10 Points: 168.0,,
Daan Beelen,163,168,NK 2023-09-02 - Place: 10 Points: 168.0,,
Luuk Nugteren,164,168,NK 2023-09-02 - Place: 12 Points: 168.0,,
Tymo Berger,165,126,NK 2023-09-02 - Place: 13 Points: 126.0,,
Roel Teillers,166,126,NK 2023-09-02 - Place: 13 Points: 126.0,,
Ewout Buurma,167,126,NK 2023-09-02 - Place: 14 Points: 126.0,,
Meint-jan Elzinga,168,126,NK 2023-09-02 - Place: 14 Points: 126.0,,
Casper Zomerdijk,169,126,NK 2023-09-02 - Place: 15 Points: 126.0,,
Nicole Ijff,170,126,NK 2023-09-02 - Place: 15 Points: 126.0,,
Magali de Rooy,171,84,NK 2023-09-02 - Place: 17 Points: 84.0,,
Mattis Hennig,172,84,NK 2023-09-02 - Place: 17 Points: 84.0,,
Joep van den Heuvel,173,84,NK 2023-09-02 - Place: 18 Points: 84.0,,
Joost van Vugt,174,84,NK 2023-09-02 - Place: 18 Points: 84.0,,
Huub Capelleveen,175,84,NK 2023-09-02 - Place: 19 Points: 84.0,,
Tom van den Heuvel,176,84,NK 2023-09-02 - Place: 19 Points: 84.0,,
