Player Name,Rank,Ranking Points,Best tournament,Second best tournament,Third best tournament
Stan van der Enden,28,1931,Amsterdam 2026-01-17 - Place: 4 Points: 879.55,Amsterdam 2025-06-14 - Place: 7 Points: 546.0,Enschede 2025-11-30 - Place: 12 Points: 505.4
Dirk van de Riet,29,1902,Groningen 2024-05-04 - Place: 2 Points: 704.97,Utrecht 2026-02-21 - Place: 8 Points: 626.5,NK 2024-06-29 - Place: 5 Points: 570.78
Mady Smit,30,1896,Enschede 2025-06-01 - Place: 6 Points: 735.0,Amsterdam 2025-06-14 - Place: 6 Points: 655.2,Enschede 2025-11-30 - Place: 10 Points: 505.4
Klara Schöttgen,31,1894,Amsterdam 2026-01-17 - Place: 6 Points: 753.9,AmsterdamIndoor 2025-02-23 - Place: 3 Points: 649.6,Enschede 2025-06-01 - Place: 12 Points: 490.0
Simon Spengler,32,1876,Groningen 2024-05-04 - Place: 1 Points: 783.3,NK 2024-06-29 - Place: 5 Points: 570.78,Enschede 2024-04-06 - Place: 6 Points: 521.64
Tim Teunis,33,1875,NK 2024-06-29 - Place: 4 Points: 665.91,EnschedeIndoor 2024-11-30 - Place: 3 Points: 660.8,Groningen 2024-05-04 - Place: 4 Points: 548.31
Omar el Tambouli,34,1858,UtrechtIndoor 2025-03-15 - Place: 1 Points: 826.0,Utrecht 2025-07-20 - Place: 8 Points: 656.25,Utrecht 2026-02-21 - Place: 15 Points: 375.9
Lauri Schippers,35,1798,Enschede 2025-11-30 - Place: 6 Points: 758.1,Groningen 2025-05-03 - Place: 5 Points: 543.9,UtrechtIndoor 2025-03-15 - Place: 5 Points: 495.6
Gabriele Brazzo,36,1757,Amsterdam 2025-06-14 - Place: 2 Points: 982.8,Utrecht 2025-07-20 - Place: 14 Points: 393.75,NK 2024-06-29 - Place: 11 Points: 380.52
Ravi Kandula,37,1757,Amsterdam 2023-06-17 - Place: 1 Points: 704.2,NK 2023-09-02 - Place: 1 Points: 597.8,Enschede 2023-11-26 - Place: 2 Points: 454.86
Niels Kadijk,38,1737,UtrechtIndoor 2025-03-15 - Place: 3 Points: 660.8,NK 2025-09-13 - Place: 12 Points: 575.4,Utrecht 2026-02-21 - Place: 12 Points: 501.2
Stijn Slebos,39,1725,Amsterdam 2025-06-14 - Place: 6 Points: 655.2,Groningen 2024-05-04 - Place: 4 Points: 548.31,Enschede 2024-04-06 - Place: 5 Points: 521.64
Jan Schmitz,40,1701,Enschede 2025-11-30 - Place: 8 Points: 631.75,Groningen 2025-05-03 - Place: 5 Points: 543.9,Utrecht 2025-07-20 - Place: 10 Points: 525.0
Maikel Schils,41,1679,UtrechtIndoor 2025-03-15 - Place: 4 Points: 578.2,NK 2025-09-13 - Place: 10 Points: 575.4,Utrecht 2025-07-20 - Place: 11 Points: 525.0
Roos van der Donk,42,1642,Utrecht 2026-02-21 - Place: 6 Points: 751.8,Groningen 2025-05-03 - Place: 7 Points: 453.25,Amsterdam 2025-06-14 - Place: 10 Points: 436.8
Yuan Tjiam,43,1626,Amsterdam 2026-01-17 - Place: 8 Points: 628.25,Utrecht 2025-07-20 - Place: 12 Points: 525.0,Amsterdam 2024-06-01 - Place: 6 Points: 472.5
Alberto Tiribello,44,1609,Amsterdam 2025-06-14 - Place: 2 Points: 982.8,Utrecht 2026-02-21 - Place: 7 Points: 626.5,
Micha Daling,45,1597,Groningen 2024-05-04 - Place: 2 Points: 704.97,Groningen 2024-02-11 - Place: 2 Points: 475.02,Amsterdam 2024-01-20 - Place: 3 Points: 416.64
Jacob Franssen,46,1576,NK 2025-09-13 - Place: 12 Points: 575.4,Enschede 2025-11-30 - Place: 12 Points: 505.4,UtrechtIndoor 2025-03-15 - Place: 6 Points: 495.6
Patrick de Lange,47,1546,Utrecht 2025-07-20 - Place: 7 Points: 656.25,NK 2023-09-02 - Place: 3 Points: 478.24,Groningen 2023-05-27 - Place: 1 Points: 411.6
Marcel Michael,48,1500,Enschede 2025-11-30 - Place: 8 Points: 631.75,Utrecht 2026-02-21 - Place: 11 Points: 501.2,Enschede 2025-06-01 - Place: 13 Points: 367.5
Patrick Friebe,49,1495,Utrecht 2026-02-21 - Place: 2 Points: 1127.7,Enschede 2025-06-01 - Place: 16 Points: 367.5,
Joep Blanksma,50,1486,NK 2024-06-29 - Place: 4 Points: 665.91,Enschede 2024-04-06 - Place: 6 Points: 521.64,NK 2023-09-02 - Place: 7 Points: 298.9
Nicolas Manneback,51,1481,NK 2025-09-13 - Place: 11 Points: 575.4,Utrecht 2025-07-20 - Place: 12 Points: 525.0,NK 2024-06-29 - Place: 10 Points: 380.52
Carel van Goch,52,1436,GroningenIndoor 2025-01-19 - Place: 3 Points: 517.44,Enschede 2025-11-30 - Place: 11 Points: 505.4,UtrechtIndoor 2025-03-15 - Place: 7 Points: 413.0
Sanne Schra,53,1424,Groningen 2025-05-03 - Place: 6 Points: 543.9,Utrecht 2026-02-21 - Place: 11 Points: 501.2,Enschede 2025-11-30 - Place: 13 Points: 379.05
Steffen Gastineau,54,1420,EnschedeIndoor 2024-11-30 - Place: 6 Points: 495.6,AmsterdamIndoor 2025-02-23 - Place: 5 Points: 487.2,Amsterdam 2025-06-14 - Place: 12 Points: 436.8
Jonas Klimt,55,1407,Utrecht 2025-07-20 - Place: 10 Points: 525.0,Utrecht 2026-02-21 - Place: 9 Points: 501.2,NK 2024-06-29 - Place: 9 Points: 380.52
Mark de Jong,56,1344,NK 2023-09-02 - Place: 1 Points: 597.8,Amsterdam 2024-06-01 - Place: 7 Points: 393.75,Amsterdam 2023-06-17 - Place: 7 Points: 352.1
Niels de Jonge,57,1341,Groningen 2024-05-04 - Place: 6 Points: 469.98,GroningenIndoor 2025-01-19 - Place: 4 Points: 452.76,NK 2023-09-02 - Place: 4 Points: 418.46
Erik borja forschner Mitre,58,1295,NK 2025-09-13 - Place: 2 Points: 1294.65,,
Jari Verbeek,59,1292,Amsterdam 2024-06-01 - Place: 3 Points: 630.0,NK 2024-06-29 - Place: 11 Points: 380.52,Amsterdam 2023-06-17 - Place: 12 Points: 281.68
Agnes Berveling,60,1271,AmsterdamIndoor 2025-02-23 - Place: 6 Points: 487.2,Groningen 2025-05-03 - Place: 8 Points: 453.25,EnschedeIndoor 2024-11-30 - Place: 10 Points: 330.4
Jannah Sonnenschein,61,1263,EnschedeIndoor 2024-11-30 - Place: 6 Points: 495.6,GroningenIndoor 2025-01-19 - Place: 5 Points: 388.08,Enschede 2025-11-30 - Place: 13 Points: 379.05
Lars Jürgensen,62,1244,Amsterdam 2025-06-14 - Place: 11 Points: 436.8,UtrechtIndoor 2025-03-15 - Place: 8 Points: 413.0,Utrecht 2025-07-20 - Place: 14 Points: 393.75
Scott Beeks,63,1225,Enschede 2025-06-01 - Place: 1 Points: 1225.0,,
Irian Baert,64,1173,Enschede 2025-06-01 - Place: 4 Points: 857.5,Amsterdam 2024-06-01 - Place: 12 Points: 315.0,
Toan Pauwels,65,1173,Enschede 2025-06-01 - Place: 4 Points: 857.5,Amsterdam 2024-06-01 - Place: 12 Points: 315.0,
Nele Benecke,66,1137,Enschede 2025-11-30 - Place: 2 Points: 1137.15,,
Noah Rashid,67,1128,Utrecht 2026-02-21 - Place: 2 Points: 1127.7,,
Eline Meijer,68,1116,NK 2024-06-29 - Place: 7 Points: 475.65,Enschede 2024-04-06 - Place: 8 Points: 434.7,Groningen 2023-05-27 - Place: 8 Points: 205.8
Solange schrijnder van Velzen,69,1026,Enschede 2025-11-30 - Place: 10 Points: 505.4,Amsterdam 2025-06-14 - Place: 10 Points: 436.8,Enschede 2023-04-22 - Place: 16 Points: 84.0
Maurice Jantjes,70,1018,Amsterdam 2023-06-17 - Place: 3 Points: 563.36,Groningen 2023-05-27 - Place: 2 Points: 370.44,Enschede 2023-04-22 - Place: 14 Points: 84.0
