Player Name,Rank,Ranking Points,Best tournament,Second best tournament,Third best tournament
Yuan Tjiam,24,2055,Amsterdam 2024-06-01 - Place: 6 Points: 787.5,NK 2024-06-29 - Place: 10 Points: 634.2,Groningen 2024-02-11 - Place: 5 Points: 633.36
Bart Derks,25,2038,GroningenIndoor 2025-01-19 - Place: 1 Points: 808.5,UtrechtIndoor 2025-03-15 - Place: 3 Points: 660.8,AmsterdamIndoor 2025-02-23 - Place: 4 Points: 568.4
Simen Bootsma,26,1997,UtrechtIndoor 2025-03-15 - Place: 2 Points: 743.4,NK 2024-06-29 - Place: 12 Points: 634.2,EnschedeIndoor 2024-11-30 - Place: 5 Points: 619.5
Niels de Jonge,27,1991,Groningen 2024-05-04 - Place: 6 Points: 783.3,NK 2023-09-02 - Place: 4 Points: 627.69,Enschede 2024-04-06 - Place: 10 Points: 579.6
Daniel Peereboom,28,1929,Groningen 2024-05-04 - Place: 6 Points: 783.3,Enschede 2024-04-06 - Place: 10 Points: 579.6,GroningenIndoor 2025-01-19 - Place: 4 Points: 565.95
Nicolas Manneback,29,1847,NK 2024-06-29 - Place: 10 Points: 634.2,Groningen 2024-02-11 - Place: 5 Points: 633.36,Enschede 2024-04-06 - Place: 9 Points: 579.6
Eline Meijer,30,1826,NK 2024-06-29 - Place: 7 Points: 792.75,Enschede 2024-04-06 - Place: 8 Points: 724.5,Groningen 2023-05-27 - Place: 8 Points: 308.7
Patrick de Lange,31,1757,NK 2023-09-02 - Place: 3 Points: 717.36,Groningen 2023-05-27 - Place: 1 Points: 617.4,Amsterdam 2023-06-17 - Place: 9 Points: 422.52
Niels Kadijk,32,1642,UtrechtIndoor 2025-03-15 - Place: 3 Points: 660.8,Enschede 2023-11-26 - Place: 7 Points: 505.4,NK 2024-06-29 - Place: 16 Points: 475.65
Sophie Bouma,33,1607,NK 2024-06-29 - Place: 7 Points: 792.75,Groningen 2024-02-11 - Place: 10 Points: 422.24,Groningen 2024-05-04 - Place: 13 Points: 391.65
Roos van der Donk,34,1601,Enschede 2024-04-06 - Place: 11 Points: 579.6,EnschedeIndoor 2024-11-30 - Place: 7 Points: 516.25,Enschede 2023-11-26 - Place: 8 Points: 505.4
Carel van Goch,35,1582,GroningenIndoor 2025-01-19 - Place: 3 Points: 646.8,Groningen 2024-05-04 - Place: 11 Points: 522.2,UtrechtIndoor 2025-03-15 - Place: 7 Points: 413.0
Omar el Tambouli,36,1573,UtrechtIndoor 2025-03-15 - Place: 1 Points: 826.0,Enschede 2024-04-06 - Place: 13 Points: 434.7,Amsterdam 2024-01-20 - Place: 16 Points: 312.48
Teo Kukuljan,37,1556,Enschede 2024-04-06 - Place: 2 Points: 1304.1,Enschede 2023-04-22 - Place: 6 Points: 252.0,
Koen Franken,38,1547,GroningenIndoor 2025-01-19 - Place: 3 Points: 646.8,AmsterdamIndoor 2025-02-23 - Place: 6 Points: 487.2,EnschedeIndoor 2024-11-30 - Place: 9 Points: 413.0
Jasper Toebes,39,1534,Enschede 2024-04-06 - Place: 11 Points: 579.6,NK 2023-09-02 - Place: 6 Points: 538.02,Amsterdam 2024-01-20 - Place: 10 Points: 416.64
Ewout van den Pol,40,1533,Enschede 2024-04-06 - Place: 12 Points: 579.6,Enschede 2023-11-26 - Place: 7 Points: 505.4,NK 2023-09-02 - Place: 7 Points: 448.35
Maurice Jantjes,41,1527,Amsterdam 2023-06-17 - Place: 3 Points: 845.04,Groningen 2023-05-27 - Place: 2 Points: 555.66,Enschede 2023-04-22 - Place: 14 Points: 126.0
Basile Vitrai,42,1512,Amsterdam 2024-06-01 - Place: 5 Points: 787.5,Enschede 2024-04-06 - Place: 8 Points: 724.5,
Sander Breman,43,1508,Amsterdam 2024-06-01 - Place: 10 Points: 525.0,UtrechtIndoor 2025-03-15 - Place: 5 Points: 495.6,AmsterdamIndoor 2025-02-23 - Place: 5 Points: 487.2
Jacob Franssen,44,1499,Groningen 2024-02-11 - Place: 7 Points: 527.8,UtrechtIndoor 2025-03-15 - Place: 6 Points: 495.6,NK 2024-06-29 - Place: 16 Points: 475.65
Gabriele Brazzo,45,1450,NK 2024-06-29 - Place: 11 Points: 634.2,Amsterdam 2023-06-17 - Place: 12 Points: 422.52,Amsterdam 2024-06-01 - Place: 13 Points: 393.75
Lauri Schippers,46,1415,UtrechtIndoor 2025-03-15 - Place: 5 Points: 495.6,GroningenIndoor 2025-01-19 - Place: 5 Points: 485.1,Enschede 2024-04-06 - Place: 16 Points: 434.7
Ludwig Branzk,47,1387,NK 2024-06-29 - Place: 9 Points: 634.2,Amsterdam 2024-06-01 - Place: 14 Points: 393.75,NK 2023-09-02 - Place: 11 Points: 358.68
Jannah Sonnenschein,48,1366,EnschedeIndoor 2024-11-30 - Place: 6 Points: 619.5,GroningenIndoor 2025-01-19 - Place: 5 Points: 485.1,Groningen 2024-05-04 - Place: 19 Points: 261.1
Koen Huits,49,1362,Groningen 2024-02-11 - Place: 8 Points: 527.8,Groningen 2024-05-04 - Place: 12 Points: 522.2,Amsterdam 2024-01-20 - Place: 13 Points: 312.48
Agnes Berveling,50,1335,AmsterdamIndoor 2025-02-23 - Place: 6 Points: 487.2,Enschede 2024-04-06 - Place: 16 Points: 434.7,EnschedeIndoor 2024-11-30 - Place: 10 Points: 413.0
Adnan Jerbi,51,1320,Groningen 2024-02-11 - Place: 3 Points: 844.48,NK 2024-06-29 - Place: 14 Points: 475.65,
Louis Mareschal,52,1313,Amsterdam 2024-06-01 - Place: 1 Points: 1312.5,,
Luca Marrer,53,1304,Enschede 2024-04-06 - Place: 2 Points: 1304.1,,
Linde van Wambeke,54,1283,Groningen 2024-05-04 - Place: 7 Points: 652.75,Groningen 2024-02-11 - Place: 9 Points: 422.24,Amsterdam 2024-01-20 - Place: 24 Points: 208.32
Cedric Omtzigt,55,1253,Enschede 2024-04-06 - Place: 12 Points: 579.6,Enschede 2023-11-26 - Place: 12 Points: 404.32,NK 2023-09-02 - Place: 15 Points: 269.01
Maarten van Beek,56,1236,NK 2024-06-29 - Place: 14 Points: 475.65,NK 2023-09-02 - Place: 8 Points: 448.35,Amsterdam 2024-01-20 - Place: 15 Points: 312.48
Lars Bouma,57,1198,Groningen 2024-05-04 - Place: 8 Points: 652.75,Groningen 2024-02-11 - Place: 9 Points: 422.24,Groningen 2023-05-27 - Place: 17 Points: 123.48
Gauthier Vandamme,58,1181,Amsterdam 2024-06-01 - Place: 2 Points: 1181.25,,
Gilles Hublet,59,1181,Amsterdam 2024-06-01 - Place: 2 Points: 1181.25,,
Baptiste Maison,60,1155,Amsterdam 2023-06-17 - Place: 5 Points: 633.78,Amsterdam 2024-01-20 - Place: 7 Points: 520.8,
Hugues Maison,61,1155,Amsterdam 2023-06-17 - Place: 5 Points: 633.78,Amsterdam 2024-01-20 - Place: 7 Points: 520.8,
Frank Buigel,62,1148,Groningen 2024-05-04 - Place: 12 Points: 522.2,Groningen 2024-02-11 - Place: 16 Points: 316.68,Groningen 2023-05-27 - Place: 7 Points: 308.7
Steffen Gastineau,63,1107,EnschedeIndoor 2024-11-30 - Place: 6 Points: 619.5,AmsterdamIndoor 2025-02-23 - Place: 5 Points: 487.2,
Ilonka Thielen,64,1050,Groningen 2024-05-04 - Place: 10 Points: 522.2,Groningen 2024-02-11 - Place: 13 Points: 316.68,Amsterdam 2023-06-17 - Place: 20 Points: 211.26
Olivier hui bon Hoa,65,1050,Amsterdam 2024-06-01 - Place: 3 Points: 1050.0,,
Jonas Klimt,66,1028,NK 2024-06-29 - Place: 9 Points: 634.2,Amsterdam 2024-06-01 - Place: 14 Points: 393.75,
Mady Smit,67,1012,EnschedeIndoor 2024-11-30 - Place: 7 Points: 516.25,Groningen 2024-02-11 - Place: 13 Points: 316.68,NK 2023-09-02 - Place: 18 Points: 179.34
David Teel,68,1001,Amsterdam 2024-06-01 - Place: 10 Points: 525.0,NK 2024-06-29 - Place: 15 Points: 475.65,
Oriol Gonzalez,69,951,Amsterdam 2023-06-17 - Place: 2 Points: 950.67,,
Tavo Garcia,70,951,Amsterdam 2023-06-17 - Place: 2 Points: 950.67,,
Joeri Vlassaks,71,937,Amsterdam 2024-01-20 - Place: 2 Points: 937.44,,
Martijn Paes,72,937,Amsterdam 2024-01-20 - Place: 2 Points: 937.44,,
Jessica Borgers,73,907,Amsterdam 2024-01-20 - Place: 6 Points: 624.96,Amsterdam 2023-06-17 - Place: 28 Points: 158.44,Groningen 2023-05-27 - Place: 19 Points: 123.48
Lavinia Damaschin,74,864,Groningen 2024-05-04 - Place: 8 Points: 652.75,Groningen 2024-02-11 - Place: 19 Points: 211.12,
Jorge Donayre,75,845,Amsterdam 2023-06-17 - Place: 3 Points: 845.04,,
Cameron Ohlson,76,840,Groningen 2024-02-11 - Place: 8 Points: 527.8,Amsterdam 2024-01-20 - Place: 13 Points: 312.48,
Yorik Maatman,77,819,Groningen 2024-02-11 - Place: 10 Points: 422.24,Amsterdam 2023-06-17 - Place: 17 Points: 211.26,Groningen 2023-05-27 - Place: 13 Points: 185.22
Roos van der Wielen,78,812,AmsterdamIndoor 2025-02-23 - Place: 1 Points: 812.0,,
Stijn Bakker,79,788,Amsterdam 2024-06-01 - Place: 9 Points: 525.0,NK 2023-09-02 - Place: 18 Points: 179.34,Enschede 2023-04-22 - Place: 23 Points: 84.0
Ulysse Couturier,80,788,Amsterdam 2024-06-01 - Place: 5 Points: 787.5,,
Tim van Caubergh,81,767,Groningen 2023-05-27 - Place: 2 Points: 555.66,Amsterdam 2023-06-17 - Place: 21 Points: 211.26,
Konradin Müskens,82,749,Enschede 2024-04-06 - Place: 15 Points: 434.7,Amsterdam 2024-01-20 - Place: 18 Points: 208.32,Amsterdam 2023-06-17 - Place: 37 Points: 105.63
Jannes de Meyer,83,739,Amsterdam 2023-06-17 - Place: 4 Points: 739.41,,
Tuur Demaegdt,84,739,Amsterdam 2023-06-17 - Place: 4 Points: 739.41,,
Thomas Turner,85,729,Amsterdam 2024-01-20 - Place: 4 Points: 729.12,,
Jonas Adriaenssens,86,729,Amsterdam 2024-01-20 - Place: 4 Points: 729.12,,
Yannick Onstenk,87,707,Groningen 2024-05-04 - Place: 10 Points: 522.2,Groningen 2023-05-27 - Place: 14 Points: 185.22,
Pieter van der Plas,88,676,NK 2023-09-02 - Place: 9 Points: 358.68,NK 2024-06-29 - Place: 18 Points: 317.1,
Remco Klaasman,89,675,AmsterdamIndoor 2025-02-23 - Place: 8 Points: 406.0,NK 2023-09-02 - Place: 16 Points: 269.01,
Bart Haddink,90,669,Groningen 2024-02-11 - Place: 11 Points: 422.24,Groningen 2023-05-27 - Place: 10 Points: 246.96,
Noah Mensch,91,656,Amsterdam 2024-06-01 - Place: 8 Points: 656.25,,
Hauke Moeschke,92,653,Groningen 2024-05-04 - Place: 7 Points: 652.75,,
Klara Schöttgen,93,650,AmsterdamIndoor 2025-02-23 - Place: 3 Points: 649.6,,
Emil Wirsing,94,650,AmsterdamIndoor 2025-02-23 - Place: 3 Points: 649.6,,
Oscar Stolk,95,629,Groningen 2024-02-11 - Place: 14 Points: 316.68,Amsterdam 2024-01-20 - Place: 14 Points: 312.48,
Dante Vanderveken,96,625,Amsterdam 2024-01-20 - Place: 5 Points: 624.96,,
Adriaan van Gerven,97,625,Amsterdam 2024-01-20 - Place: 5 Points: 624.96,,
Annabel Beiner,98,593,Groningen 2024-05-04 - Place: 19 Points: 261.1,Amsterdam 2024-01-20 - Place: 24 Points: 208.32,Groningen 2023-05-27 - Place: 20 Points: 123.48
Wouter van Tongeren,99,578,UtrechtIndoor 2025-03-15 - Place: 4 Points: 578.2,,
Maikel Schils,100,578,UtrechtIndoor 2025-03-15 - Place: 4 Points: 578.2,,
Ben ten Berge,101,570,NK 2023-09-02 - Place: 9 Points: 358.68,Amsterdam 2023-06-17 - Place: 24 Points: 211.26,
Tom Caniels,102,540,Enschede 2024-04-06 - Place: 15 Points: 434.7,Amsterdam 2023-06-17 - Place: 37 Points: 105.63,
Tabriz Popatia,103,528,Amsterdam 2023-06-17 - Place: 8 Points: 528.15,,
Paul Volle,104,528,Amsterdam 2023-06-17 - Place: 8 Points: 528.15,,
Quinten van Duin,105,525,Groningen 2024-02-11 - Place: 15 Points: 316.68,Amsterdam 2024-01-20 - Place: 19 Points: 208.32,
Niels van Weerdenburg,106,525,Groningen 2024-02-11 - Place: 15 Points: 316.68,Amsterdam 2024-01-20 - Place: 22 Points: 208.32,
Irian Baert,107,525,Amsterdam 2024-06-01 - Place: 12 Points: 525.0,,
Toan Pauwels,108,525,Amsterdam 2024-06-01 - Place: 12 Points: 525.0,,
Britt Vankemenade,109,521,Amsterdam 2024-01-20 - Place: 8 Points: 520.8,,
Marie-alexia Teisseyre,110,521,Amsterdam 2024-01-20 - Place: 8 Points: 520.8,,
Albert Gracia,111,516,EnschedeIndoor 2024-11-30 - Place: 8 Points: 516.25,,
Tom Ottenheim,112,496,UtrechtIndoor 2025-03-15 - Place: 6 Points: 495.6,,
Daniel Horn,113,480,NK 2023-09-02 - Place: 13 Points: 269.01,Amsterdam 2023-06-17 - Place: 18 Points: 211.26,
Bas Cornelissen,114,476,NK 2024-06-29 - Place: 13 Points: 475.65,,
Daan Beelen,115,476,NK 2024-06-29 - Place: 13 Points: 475.65,,
Matthijs G,116,472,Groningen 2024-05-04 - Place: 17 Points: 261.1,Groningen 2024-02-11 - Place: 18 Points: 211.12,
Tessel van Manen,117,471,Amsterdam 2024-06-01 - Place: 18 Points: 262.5,Amsterdam 2024-01-20 - Place: 20 Points: 208.32,
Shannon Dieltjes,118,455,Groningen 2024-05-04 - Place: 14 Points: 391.65,Enschede 2023-04-22 - Place: 27 Points: 63.0,
Johannes Lang,119,432,Groningen 2023-05-27 - Place: 4 Points: 432.18,,
Adéla Janků,120,422,Groningen 2024-02-11 - Place: 12 Points: 422.24,,
Lukas Donovan,121,420,Enschede 2023-04-22 - Place: 1 Points: 420.0,,
Birk Warnecke,122,420,Enschede 2023-04-22 - Place: 1 Points: 420.0,,
Suzanne Slob,123,413,EnschedeIndoor 2024-11-30 - Place: 9 Points: 413.0,,
Jasper Zeevaarder,124,413,EnschedeIndoor 2024-11-30 - Place: 11 Points: 413.0,,
Roel van Gerner,125,413,EnschedeIndoor 2024-11-30 - Place: 12 Points: 413.0,,
Pim Jansen,126,413,EnschedeIndoor 2024-11-30 - Place: 12 Points: 413.0,,
Lars Jürgensen,127,413,UtrechtIndoor 2025-03-15 - Place: 8 Points: 413.0,,
Burag Hançer,128,413,UtrechtIndoor 2025-03-15 - Place: 8 Points: 413.0,,
Han Holtmann,129,406,AmsterdamIndoor 2025-02-23 - Place: 7 Points: 406.0,,
Patrick Costa,130,406,AmsterdamIndoor 2025-02-23 - Place: 7 Points: 406.0,,
Milan Klaasman,131,406,AmsterdamIndoor 2025-02-23 - Place: 8 Points: 406.0,,
Dennis Erlenbusch,132,404,Enschede 2023-11-26 - Place: 9 Points: 404.32,,
Anna We,133,404,Enschede 2023-11-26 - Place: 9 Points: 404.32,,
Lorenzo Palm,134,404,Enschede 2023-11-26 - Place: 10 Points: 404.32,,
Ben Frischen,135,404,Enschede 2023-11-26 - Place: 10 Points: 404.32,,
Mathias Gerstner,136,394,Amsterdam 2024-06-01 - Place: 13 Points: 393.75,,
Franka tabitha Etzel,137,392,Groningen 2024-05-04 - Place: 15 Points: 391.65,,
Lorenz Theobold,138,392,Groningen 2024-05-04 - Place: 15 Points: 391.65,,
Martin Sievert,139,359,NK 2023-09-02 - Place: 11 Points: 358.68,,
David Geld,140,336,Enschede 2023-04-22 - Place: 3 Points: 336.0,,
Louis Blum,141,336,Enschede 2023-04-22 - Place: 3 Points: 336.0,,
Rowan Westerduin,142,317,NK 2024-06-29 - Place: 17 Points: 317.1,,
Niels van Oostrum,143,317,NK 2024-06-29 - Place: 17 Points: 317.1,,
Bas Rudolphy,144,317,NK 2024-06-29 - Place: 18 Points: 317.1,,
Liam van Hees,145,317,NK 2024-06-29 - Place: 19 Points: 317.1,,
Stef Boot,146,317,NK 2024-06-29 - Place: 19 Points: 317.1,,
Tom Gobee,147,317,NK 2024-06-29 - Place: 20 Points: 317.1,,
Thomas van Echtelt,148,317,NK 2024-06-29 - Place: 20 Points: 317.1,,
Ruben Soerel,149,317,Amsterdam 2023-06-17 - Place: 13 Points: 316.89,,
Tomas Juch,150,317,Amsterdam 2023-06-17 - Place: 13 Points: 316.89,,
Jim Buhler,151,317,Amsterdam 2023-06-17 - Place: 14 Points: 316.89,,
Gadiel Rachelson,152,317,Amsterdam 2023-06-17 - Place: 14 Points: 316.89,,
Florian Verduijn,153,317,Groningen 2024-02-11 - Place: 14 Points: 316.68,,
Aart jan Lenstra,154,317,Groningen 2024-02-11 - Place: 16 Points: 316.68,,
Twan Schoonen,155,312,Amsterdam 2024-01-20 - Place: 14 Points: 312.48,,
Casper Zomerdijk,156,312,Amsterdam 2024-01-20 - Place: 15 Points: 312.48,,
Teo Constantinescu,157,290,Enschede 2024-04-06 - Place: 17 Points: 289.8,,
Miguel Dionisio,158,290,Enschede 2024-04-06 - Place: 17 Points: 289.8,,
Anicea Saliba,159,263,Amsterdam 2024-06-01 - Place: 17 Points: 262.5,,
Vishesh Sawhney,160,262,Amsterdam 2024-01-20 - Place: 25 Points: 156.24,Amsterdam 2023-06-17 - Place: 34 Points: 105.63,
Sanne Schra,161,261,Groningen 2024-05-04 - Place: 17 Points: 261.1,,
Adam Drong,162,261,Groningen 2024-05-04 - Place: 18 Points: 261.1,,
Guillaume Paris,163,261,Groningen 2024-05-04 - Place: 18 Points: 261.1,,
Konstantin Dimov,164,253,Amsterdam 2023-06-17 - Place: 23 Points: 211.26,Enschede 2023-04-22 - Place: 33 Points: 42.0,
Kolja Jannes,165,252,Enschede 2023-04-22 - Place: 5 Points: 252.0,,
Lennart Wiepking,166,252,Enschede 2023-04-22 - Place: 5 Points: 252.0,,
David Moulin,167,247,Groningen 2023-05-27 - Place: 12 Points: 246.96,,
Milan Battistella,168,242,Amsterdam 2023-06-17 - Place: 30 Points: 158.44,Enschede 2023-04-22 - Place: 20 Points: 84.0,
Jesse M,169,211,Amsterdam 2023-06-17 - Place: 21 Points: 211.26,,
Mathijs de Groot,170,211,Amsterdam 2023-06-17 - Place: 24 Points: 211.26,,
Franka Etzel,171,211,Groningen 2024-02-11 - Place: 17 Points: 211.12,,
Lorenz Theobald,172,211,Groningen 2024-02-11 - Place: 17 Points: 211.12,,
Bauke van der Kooij,173,211,Groningen 2024-02-11 - Place: 18 Points: 211.12,,
Marian Haydn,174,211,Groningen 2024-02-11 - Place: 19 Points: 211.12,,
Mika Mundo,175,210,Enschede 2023-04-22 - Place: 7 Points: 210.0,,
Thomas Roine,176,210,Enschede 2023-04-22 - Place: 7 Points: 210.0,,
Lieze Dockx,177,208,Amsterdam 2024-01-20 - Place: 17 Points: 208.32,,
Pieter-jan Zwaan,178,208,Amsterdam 2024-01-20 - Place: 17 Points: 208.32,,
Gijs van Gerwen,179,208,Amsterdam 2024-01-20 - Place: 18 Points: 208.32,,
Singrid feitosa Alexandrino,180,208,Amsterdam 2024-01-20 - Place: 19 Points: 208.32,,
Remy Rousselle,181,208,Amsterdam 2024-01-20 - Place: 21 Points: 208.32,,
Antoine Sapena,182,208,Amsterdam 2024-01-20 - Place: 21 Points: 208.32,,
Rianne Voerman,183,208,Amsterdam 2024-01-20 - Place: 22 Points: 208.32,,
Steven Biemans,184,208,Amsterdam 2024-01-20 - Place: 23 Points: 208.32,,
Jan Derksen,185,186,Groningen 2023-05-27 - Place: 18 Points: 123.48,Enschede 2023-04-22 - Place: 30 Points: 63.0,
Joël van den Berg,186,185,Groningen 2023-05-27 - Place: 13 Points: 185.22,,
Leon Visser,187,185,Groningen 2023-05-27 - Place: 14 Points: 185.22,,
Roel Oldenkamp,188,185,Groningen 2023-05-27 - Place: 15 Points: 185.22,,
Daan Buiter,189,185,Groningen 2023-05-27 - Place: 16 Points: 185.22,,
Ennio Mos,190,185,Groningen 2023-05-27 - Place: 16 Points: 185.22,,
Dario Go,191,168,Enschede 2023-04-22 - Place: 9 Points: 168.0,,
Teelke Limbeck,192,168,Enschede 2023-04-22 - Place: 10 Points: 168.0,,
Gerrit Lang,193,168,Enschede 2023-04-22 - Place: 10 Points: 168.0,,
Luuk vd Klein,194,158,Amsterdam 2023-06-17 - Place: 26 Points: 158.44,,
Daan van Velsen,195,158,Amsterdam 2023-06-17 - Place: 26 Points: 158.44,,
Jake King,196,158,Amsterdam 2023-06-17 - Place: 27 Points: 158.44,,
Klaas Weinrich,197,158,Amsterdam 2023-06-17 - Place: 27 Points: 158.44,,
Martijn Alberts,198,158,Amsterdam 2023-06-17 - Place: 28 Points: 158.44,,
Jakob Biebuyck,199,158,Amsterdam 2023-06-17 - Place: 31 Points: 158.44,,
Leon Vauterin,200,158,Amsterdam 2023-06-17 - Place: 31 Points: 158.44,,
Alexandre Tauziède,201,158,Amsterdam 2023-06-17 - Place: 32 Points: 158.44,,
Mustafa Durgun,202,158,Amsterdam 2023-06-17 - Place: 32 Points: 158.44,,
Nicole Ijff,203,156,Amsterdam 2024-01-20 - Place: 25 Points: 156.24,,
J van Wijhe,204,156,Amsterdam 2024-01-20 - Place: 26 Points: 156.24,,
Matthew Elworthy,205,156,Amsterdam 2024-01-20 - Place: 26 Points: 156.24,,
Iris Bunnig,206,156,Amsterdam 2024-01-20 - Place: 27 Points: 156.24,,
Leonoor Schiphorst,207,156,Amsterdam 2024-01-20 - Place: 27 Points: 156.24,,
Nadja van Kessel,208,156,Amsterdam 2024-01-20 - Place: 28 Points: 156.24,,
Emiel Prikkel,209,156,Amsterdam 2024-01-20 - Place: 28 Points: 156.24,,
Luuk Schotsman,210,148,Amsterdam 2023-06-17 - Place: 39 Points: 105.63,Enschede 2023-04-22 - Place: 35 Points: 42.0,
Milan Sent,211,126,Enschede 2023-04-22 - Place: 15 Points: 126.0,,
Solange schrijnder van Velzen,212,126,Enschede 2023-04-22 - Place: 16 Points: 126.0,,
Thomas Haan,213,123,Groningen 2023-05-27 - Place: 17 Points: 123.48,,
Cristina Bogdan,214,123,Groningen 2023-05-27 - Place: 21 Points: 123.48,,
Sanne Hogesteeger,215,123,Groningen 2023-05-27 - Place: 21 Points: 123.48,,
Stan Lochtenberg,216,106,Amsterdam 2023-06-17 - Place: 33 Points: 105.63,,
Paul Schmidt,217,106,Amsterdam 2023-06-17 - Place: 33 Points: 105.63,,
Thomas Dajer,218,106,Amsterdam 2023-06-17 - Place: 34 Points: 105.63,,
Kartik Jain,219,106,Amsterdam 2023-06-17 - Place: 35 Points: 105.63,,
Anna Junk,220,106,Amsterdam 2023-06-17 - Place: 35 Points: 105.63,,
Lise Pieper,221,106,Amsterdam 2023-06-17 - Place: 36 Points: 105.63,,
Justus Urbanetz,222,106,Amsterdam 2023-06-17 - Place: 38 Points: 105.63,,
Laura Kremer,223,106,Amsterdam 2023-06-17 - Place: 38 Points: 105.63,,
Sylvester Productions,224,106,Amsterdam 2023-06-17 - Place: 39 Points: 105.63,,
Toon van Holthe,225,106,Amsterdam 2023-06-17 - Place: 41 Points: 105.63,,
Khymo Moestadja,226,106,Amsterdam 2023-06-17 - Place: 41 Points: 105.63,,
