Player Name,Rank,Ranking Points,Best tournament,Second best tournament,Third best tournament
Shannon Dieltjes,31,1242,Enschede 2025-06-01 - Place: 1 Points: 1242.5,,
Thijmen Calis,32,1233,Amsterdam 2025-06-14 - Place: 1 Points: 913.5,NK 2023-09-02 - Place: 12 Points: 319.2,
Bauke van der Kooij,33,1218,NK 2024-06-29 - Place: 1 Points: 1218.0,,
Linde van Wambeke,34,1217,Enschede 2023-11-26 - Place: 3 Points: 640.08,Amsterdam 2024-06-01 - Place: 7 Points: 576.8,
Jacob Franssen,35,1181,Groningen 2025-05-03 - Place: 2 Points: 1181.25,,
Linde Karnebeek,36,1181,Groningen 2025-05-03 - Place: 2 Points: 1181.25,,
Omar el Tambouli,37,1096,NK 2024-06-29 - Place: 2 Points: 1096.2,,
Simmeon Gastineau,38,1096,GroningenIndoor 2025-01-19 - Place: 1 Points: 1095.5,,
Tom Caniels,39,1092,NK 2024-06-29 - Place: 4 Points: 852.6,NK 2023-09-02 - Place: 16 Points: 239.4,
Lukas Schubotz,40,1088,NK 2024-06-29 - Place: 7 Points: 609.0,NK 2023-09-02 - Place: 6 Points: 478.8,
Thijs Benschop,41,1088,NK 2024-06-29 - Place: 7 Points: 609.0,NK 2023-09-02 - Place: 6 Points: 478.8,
Pippa Schippers,42,1053,AmsterdamIndoor 2025-02-23 - Place: 7 Points: 591.5,Amsterdam 2024-06-01 - Place: 11 Points: 461.44,
Knut Satrang,43,1050,Groningen 2025-05-03 - Place: 3 Points: 1050.0,,
Carien Boessenkool,44,1014,UtrechtIndoor 2025-03-15 - Place: 2 Points: 1014.3,,
Roos van der Donk,45,994,Enschede 2025-06-01 - Place: 3 Points: 994.0,,
Lorenz Theobald,46,986,GroningenIndoor 2025-01-19 - Place: 2 Points: 985.95,,
Klāvs Kalvenieks,47,986,Amsterdam 2025-06-14 - Place: 4 Points: 639.45,Amsterdam 2024-06-01 - Place: 16 Points: 346.08,
Jurriën van Marle,48,946,AmsterdamIndoor 2025-02-23 - Place: 3 Points: 946.4,,
Sergio Vianen,49,946,AmsterdamIndoor 2025-02-23 - Place: 3 Points: 946.4,,
Marjolein Veldman,50,942,Amsterdam 2024-06-01 - Place: 8 Points: 576.8,NK 2024-06-29 - Place: 15 Points: 365.4,
Andreas Hobermuller,51,919,Groningen 2025-05-03 - Place: 4 Points: 918.75,,
Anna Stoffie,52,919,Groningen 2025-05-03 - Place: 4 Points: 918.75,,
Bouke Postma,53,914,Amsterdam 2025-06-14 - Place: 1 Points: 913.5,,
David Vermeulen,54,902,UtrechtIndoor 2025-03-15 - Place: 3 Points: 901.6,,
Sven Ebels,55,902,UtrechtIndoor 2025-03-15 - Place: 3 Points: 901.6,,
Bram Houweling,56,886,NK 2024-06-29 - Place: 11 Points: 487.2,NK 2023-09-02 - Place: 7 Points: 399.0,
Boris Vermeulen,57,876,GroningenIndoor 2025-01-19 - Place: 3 Points: 876.4,,
Lech bakhuizen v.d. Brink,58,870,Amsterdam 2025-06-14 - Place: 4 Points: 639.45,Amsterdam 2024-06-01 - Place: 20 Points: 230.72,
Floris van Lieshout,59,870,Enschede 2025-06-01 - Place: 4 Points: 869.75,,
Beleke de Zwart,60,828,AmsterdamIndoor 2025-02-23 - Place: 4 Points: 828.1,,
Maud Wieland,61,822,AmsterdamIndoor 2025-02-23 - Place: 8 Points: 591.5,Amsterdam 2024-06-01 - Place: 20 Points: 230.72,
Job Bahlmann,62,822,Amsterdam 2025-06-14 - Place: 2 Points: 822.15,,
Sander Breman,63,798,NK 2023-09-02 - Place: 1 Points: 798.0,,
David Teel,64,798,NK 2023-09-02 - Place: 1 Points: 798.0,,
Pucki Obermuller,65,789,UtrechtIndoor 2025-03-15 - Place: 4 Points: 788.9,,
Lavinia Damaschin,66,788,Groningen 2025-05-03 - Place: 5 Points: 787.5,,
Elliot maric Larsson,67,788,Groningen 2025-05-03 - Place: 6 Points: 787.5,,
Katalin Harsanyi,68,788,Groningen 2025-05-03 - Place: 6 Points: 787.5,,
Derek van de Wiel,69,746,Enschede 2025-06-01 - Place: 5 Points: 745.5,,
Sanne van de Ven,70,746,Enschede 2025-06-01 - Place: 5 Points: 745.5,,
Fabian van Hummel,71,731,NK 2024-06-29 - Place: 5 Points: 730.8,,
Luke Wright,72,731,NK 2024-06-29 - Place: 6 Points: 730.8,,
Mees Middelkoop,73,731,Amsterdam 2025-06-14 - Place: 3 Points: 730.8,,
Gijs van Gerwen,74,719,Enschede 2023-11-26 - Place: 5 Points: 480.06,NK 2023-09-02 - Place: 16 Points: 239.4,
Wouter van Tongeren,75,718,NK 2023-09-02 - Place: 2 Points: 718.2,,
Arthur Boerman,76,718,NK 2023-09-02 - Place: 2 Points: 718.2,,
Dana Voerman,77,710,AmsterdamIndoor 2025-02-23 - Place: 6 Points: 709.8,,
Mitchell Hupkens,78,710,AmsterdamIndoor 2025-02-23 - Place: 6 Points: 709.8,,
Konstantin Dimov,79,692,Amsterdam 2024-06-01 - Place: 5 Points: 692.16,,
Sven Gerritsen,80,692,Amsterdam 2024-06-01 - Place: 5 Points: 692.16,,
Ieke Berens,81,685,NK 2024-06-29 - Place: 14 Points: 365.4,NK 2023-09-02 - Place: 11 Points: 319.2,
Thieri Balk,82,685,NK 2024-06-29 - Place: 14 Points: 365.4,NK 2023-09-02 - Place: 11 Points: 319.2,
Gosse Metz,83,676,UtrechtIndoor 2025-03-15 - Place: 6 Points: 676.2,,
Silver Roossien,84,656,Groningen 2025-05-03 - Place: 7 Points: 656.25,,
Julian de Rover,85,656,Groningen 2025-05-03 - Place: 7 Points: 656.25,,
Lex Dijkman,86,656,Groningen 2025-05-03 - Place: 8 Points: 656.25,,
F. Almeida,87,656,Groningen 2025-05-03 - Place: 8 Points: 656.25,,
Geert douwe de Vries,88,638,NK 2023-09-02 - Place: 3 Points: 638.4,,
Florian Verduijn,89,638,NK 2023-09-02 - Place: 3 Points: 638.4,,
Joëlla van de Ven,90,621,Enschede 2025-06-01 - Place: 7 Points: 621.25,,
Roeland Wouda,91,621,Enschede 2025-06-01 - Place: 7 Points: 621.25,,
Pim Jansen,92,621,Enschede 2025-06-01 - Place: 8 Points: 621.25,,
Miguel Dionisio,93,621,Enschede 2025-06-01 - Place: 8 Points: 621.25,,
Yvette Weel,94,592,AmsterdamIndoor 2025-02-23 - Place: 8 Points: 591.5,,
Haiko Rijkers,95,577,Amsterdam 2024-06-01 - Place: 8 Points: 576.8,,
Nick E,96,564,UtrechtIndoor 2025-03-15 - Place: 7 Points: 563.5,,
Luuk Geelen,97,560,Enschede 2023-11-26 - Place: 4 Points: 560.07,,
Peter Vree,98,560,Enschede 2023-11-26 - Place: 4 Points: 560.07,,
Koen Zonneveld,99,559,NK 2023-09-02 - Place: 4 Points: 558.6,,
Twan Zonneveld,100,559,NK 2023-09-02 - Place: 4 Points: 558.6,,
Sabien Feitsma,101,525,Groningen 2025-05-03 - Place: 9 Points: 525.0,,
Marieke Bregman,102,525,Groningen 2025-05-03 - Place: 9 Points: 525.0,,
Max van der Heijden,103,497,Enschede 2025-06-01 - Place: 9 Points: 497.0,,
Gijs Cornielje,104,497,Enschede 2025-06-01 - Place: 9 Points: 497.0,,
Roel ten Broek,105,497,Enschede 2025-06-01 - Place: 10 Points: 497.0,,
Teun Wassenberg,106,497,Enschede 2025-06-01 - Place: 10 Points: 497.0,,
Roel Schoorlemmer,107,497,Enschede 2025-06-01 - Place: 11 Points: 497.0,,
Jesse Vlaswinkel,108,497,Enschede 2025-06-01 - Place: 11 Points: 497.0,,
Milan Klaasman,109,487,NK 2024-06-29 - Place: 9 Points: 487.2,,
Remco Klaasman,110,487,NK 2024-06-29 - Place: 9 Points: 487.2,,
Adam Drong,111,487,NK 2024-06-29 - Place: 10 Points: 487.2,,
Stan an der Enden,112,487,NK 2024-06-29 - Place: 10 Points: 487.2,,
M Saeidi,113,487,NK 2024-06-29 - Place: 11 Points: 487.2,,
Frank Buigel,114,487,NK 2024-06-29 - Place: 12 Points: 487.2,,
P Muller,115,487,NK 2024-06-29 - Place: 12 Points: 487.2,,
Remon Poelman,116,479,NK 2023-09-02 - Place: 5 Points: 478.8,,
Job van Maastricht,117,479,NK 2023-09-02 - Place: 5 Points: 478.8,,
Melanie Haeusel,118,461,Amsterdam 2024-06-01 - Place: 10 Points: 461.44,,
Thibaut Weller,119,461,Amsterdam 2024-06-01 - Place: 10 Points: 461.44,,
Luuk vd Klein,120,461,Amsterdam 2024-06-01 - Place: 11 Points: 461.44,,
Raphaël Wiedmer,121,461,Amsterdam 2024-06-01 - Place: 12 Points: 461.44,,
Rebecca Fagerland,122,461,Amsterdam 2024-06-01 - Place: 12 Points: 461.44,,
Sarah Sommerschuh,123,400,Enschede 2023-11-26 - Place: 8 Points: 400.05,,
Sjef Holl,124,399,NK 2023-09-02 - Place: 7 Points: 399.0,,
Niels van de Graaf,125,399,NK 2023-09-02 - Place: 8 Points: 399.0,,
Ivo Wester,126,399,NK 2023-09-02 - Place: 8 Points: 399.0,,
Pepijn van der Put,127,365,NK 2024-06-29 - Place: 13 Points: 365.4,,
Joep de Jonge,128,365,NK 2024-06-29 - Place: 13 Points: 365.4,,
Zachary Meredith,129,365,NK 2024-06-29 - Place: 15 Points: 365.4,,
Enno Biewinga,130,365,NK 2024-06-29 - Place: 16 Points: 365.4,,
Wik de Waal,131,365,NK 2024-06-29 - Place: 16 Points: 365.4,,
Lars Jürgensen,132,346,Amsterdam 2024-06-01 - Place: 13 Points: 346.08,,
Jess Moore,133,346,Amsterdam 2024-06-01 - Place: 13 Points: 346.08,,
Jasper Voerman,134,346,Amsterdam 2024-06-01 - Place: 14 Points: 346.08,,
Sanne Hogesteeger,135,346,Amsterdam 2024-06-01 - Place: 15 Points: 346.08,,
Tale Lechtenbörger,136,346,Amsterdam 2024-06-01 - Place: 15 Points: 346.08,,
Rémi Bummel,137,346,Amsterdam 2024-06-01 - Place: 16 Points: 346.08,,
Marjolijn van Schagen,138,320,Enschede 2023-11-26 - Place: 9 Points: 320.04,,
Michelle Sudjito,139,320,Enschede 2023-11-26 - Place: 9 Points: 320.04,,
Adnan Jerbi,140,319,NK 2023-09-02 - Place: 9 Points: 319.2,,
Jan albert van der Velde,141,319,NK 2023-09-02 - Place: 10 Points: 319.2,,
Daan Beelen,142,319,NK 2023-09-02 - Place: 10 Points: 319.2,,
Luuk Nugteren,143,319,NK 2023-09-02 - Place: 12 Points: 319.2,,
Tijmen van der Put,144,244,NK 2024-06-29 - Place: 17 Points: 243.6,,
Pim de Jonge,145,244,NK 2024-06-29 - Place: 17 Points: 243.6,,
Sebastiaan van Zanten,146,244,NK 2024-06-29 - Place: 18 Points: 243.6,,
Florian Vacek,147,244,NK 2024-06-29 - Place: 18 Points: 243.6,,
Jurd Smith,148,244,NK 2024-06-29 - Place: 19 Points: 243.6,,
Annelies van Cooten,149,244,NK 2024-06-29 - Place: 19 Points: 243.6,,
Hugo Degerth,150,244,NK 2024-06-29 - Place: 20 Points: 243.6,,
Daniel Doe,151,244,NK 2024-06-29 - Place: 20 Points: 243.6,,
Tymo Berger,152,239,NK 2023-09-02 - Place: 13 Points: 239.4,,
Roel Teillers,153,239,NK 2023-09-02 - Place: 13 Points: 239.4,,
Ewout Buurma,154,239,NK 2023-09-02 - Place: 14 Points: 239.4,,
Meint-jan Elzinga,155,239,NK 2023-09-02 - Place: 14 Points: 239.4,,
Casper Zomerdijk,156,239,NK 2023-09-02 - Place: 15 Points: 239.4,,
Nicole Ijff,157,239,NK 2023-09-02 - Place: 15 Points: 239.4,,
Nikola Geršanov,158,231,Amsterdam 2024-06-01 - Place: 17 Points: 230.72,,
Mata Njunga,159,231,Amsterdam 2024-06-01 - Place: 18 Points: 230.72,,
Daan Appels,160,231,Amsterdam 2024-06-01 - Place: 18 Points: 230.72,,
Bram Slemmer,161,231,Amsterdam 2024-06-01 - Place: 19 Points: 230.72,,
Jary Kooijman,162,231,Amsterdam 2024-06-01 - Place: 19 Points: 230.72,,
Juho Viljanen,163,231,Amsterdam 2024-06-01 - Place: 21 Points: 230.72,,
Mátyás Papp,164,231,Amsterdam 2024-06-01 - Place: 21 Points: 230.72,,
Michael Wekking,165,231,Amsterdam 2024-06-01 - Place: 22 Points: 230.72,,
Wiebe de Gruijter,166,231,Amsterdam 2024-06-01 - Place: 22 Points: 230.72,,
Arabi Alhumsi,167,231,Amsterdam 2024-06-01 - Place: 23 Points: 230.72,,
Alexis Carras,168,231,Amsterdam 2024-06-01 - Place: 23 Points: 230.72,,
Clemence Joly,169,231,Amsterdam 2024-06-01 - Place: 24 Points: 230.72,,
Marko Krunic,170,231,Amsterdam 2024-06-01 - Place: 24 Points: 230.72,,
Magali de Rooy,171,160,NK 2023-09-02 - Place: 17 Points: 159.6,,
Mattis Hennig,172,160,NK 2023-09-02 - Place: 17 Points: 159.6,,
Joep van den Heuvel,173,160,NK 2023-09-02 - Place: 18 Points: 159.6,,
Joost van Vugt,174,160,NK 2023-09-02 - Place: 18 Points: 159.6,,
Huub Capelleveen,175,160,NK 2023-09-02 - Place: 19 Points: 159.6,,
Tom van den Heuvel,176,160,NK 2023-09-02 - Place: 19 Points: 159.6,,
